X,R1_short,R1_open,R3_short,R2_open,R3_open,R4_open,R2_short,R4_short,M1_G-D short,M1_G-S short,M1_D-S short,M1-open,R1_redundant_short,R1_redundant_open,R3_redundant_short,R3_redundant_open,R4_redundant_open,R4_redundant_short,M1_redundant_G-D short,M1_redundant_G-S short,M1_redundant_D-S short,M1_redundant_Transistor-open,M1_switchG-D short,M1_switchD-S short,M1_switch-open
-1.985,-0.03493617444066211,-0.034960915018086854,-0.035419436121952835,-0.03532874509598412,-0.036439071863893446,-0.03783589680465032,-0.034960174165294254,-0.03615282333601925,-0.03790659529953736,-0.035233233531337275,-0.035713065074980885,-0.03532874509598412,-0.035057182700134956,-0.03571443197976699,-0.03493617444066211,-0.034960915018086854,-0.035419436121952835,-0.03532874509598412,-0.04227401395015172,-0.040182647601908726,-0.05938278369228712,-0.03615282333601925,-0.03790659529953736,-0.04960907612312428,-0.05345531500767016
-1.984,-0.0349217910006964,-0.03494650154372758,-0.03540485906203358,-0.03531419646128886,-0.03642406952314846,-0.03782031961838805,-0.03494574862403113,-0.03613794693174853,-0.03789098879211741,-0.035218720762664024,-0.035698364115259396,-0.03531419646128886,-0.035042708952563596,-0.035699729419118496,-0.0349217910006964,-0.03494650154372758,-0.03540485906203358,-0.03531419646128886,-0.042256608355929315,-0.040166099806315234,-0.05935833861607967,-0.03613794693174853,-0.03789098879211741,-0.04958865407269639,-0.053433304374364
-1.983,-0.03490740756067283,-0.034932088069312826,-0.03539028200205524,-0.03529964782653541,-0.0364090671823432,-0.037804742432063186,-0.034931323082715814,-0.036123070527416846,-0.037875382284634766,-0.035204207993933215,-0.03568366315547827,-0.03529964782653541,-0.03502823520493734,-0.03568502685841049,-0.03490740756067283,-0.034932088069312826,-0.03539028200205524,-0.03529964782653541,-0.04223920276163713,-0.04014955201065605,-0.05933389353977295,-0.036123070527416846,-0.037875382284634766,-0.049568232022185896,-0.0534112937409698
-1.982,-0.03489302412059089,-0.03491767459484211,-0.03537570494201728,-0.0352850991917233,-0.036394064841477156,-0.03778916524567517,-0.03491689754134786,-0.03610819412302364,-0.03785977577708892,-0.03518969522514436,-0.035668962195636936,-0.0352850991917233,-0.03501376145725578,-0.035670324297642435,-0.03489302412059089,-0.03491767459484211,-0.03537570494201728,-0.0352850991917233,-0.04222179716727461,-0.04013300421493059,-0.05930944846336613,-0.03610819412302364,-0.03785977577708892,-0.04954780997159208,-0.053389283107486814
-1.981,-0.0348786406804501,-0.03490326112031496,-0.0353611278819192,-0.03527055055685198,-0.03637906250054983,-0.03777358805922352,-0.034902471999926805,-0.03609331771856846,-0.03784416926947934,-0.035175182456296986,-0.03565426123573494,-0.03527055055685198,-0.03499928770951839,-0.03565562173681386,-0.0348786406804501,-0.03490326112031496,-0.0353611278819192,-0.03527055055685198,-0.04220439157284113,-0.0401164564191383,-0.059285003386858354,-0.03609331771856846,-0.03784416926947934,-0.04952738792091427,-0.05336727247391432
-1.98,-0.03486425724024997,-0.034888847645730886,-0.03534655082176048,-0.03525600192192097,-0.03636406015956068,-0.03775801087270763,-0.0348880464584522,-0.036078441314050747,-0.03782856276180547,-0.03516066968739059,-0.035639560275771746,-0.03525600192192097,-0.034984813961724745,-0.0356409191759242,-0.03486425724024997,-0.034888847645730886,-0.03534655082176048,-0.03525600192192097,-0.04218698597833613,-0.040099908623278634,-0.05926055831024875,-0.036078441314050747,-0.03782856276180547,-0.04950696587015169,-0.05334526184025152
-1.979,-0.03484987379998997,-0.0348744341710894,-0.035331973761540625,-0.0352414532869298,-0.036349057818509195,-0.03774243368612702,-0.0348736209169236,-0.03606356490946995,-0.03781295625406676,-0.035146156918424654,-0.03562485931574682,-0.0352414532869298,-0.03497034021387433,-0.035626216614972984,-0.03484987379998997,-0.0348744341710894,-0.035331973761540625,-0.0352414532869298,-0.04216958038375897,-0.04008336082735102,-0.059236113233536496,-0.03606356490946995,-0.03781295625406676,-0.04948654381930367,-0.05332325120649767
-1.978,-0.03483549035966962,-0.034860020696390034,-0.03531739670125912,-0.035226904651877916,-0.036334055477394836,-0.0377268564994811,-0.03485919537534052,-0.036048688504825566,-0.03779734974626267,-0.0351316441493987,-0.03561015835565968,-0.035226904651877916,-0.03495586646596667,-0.035611514053959674,-0.03483549035966962,-0.034860020696390034,-0.03531739670125912,-0.035226904651877916,-0.042152174789109036,-0.040066813031354856,-0.05921166815672068,-0.036048688504825566,-0.03779734974626267,-0.049466121768369495,-0.05330124057265199
-1.977,-0.03482110691928839,-0.034845607221632297,-0.03530281964091543,-0.035212356016764826,-0.03631905313621709,-0.037711279312769325,-0.034844769833702535,-0.036033812100117045,-0.03778174323839265,-0.03511713138031218,-0.03559545739550976,-0.035212356016764826,-0.0349413927180013,-0.03559681149288374,-0.03482110691928839,-0.034845607221632297,-0.03530281964091543,-0.035212356016764826,-0.042134769194385725,-0.04005026523528956,-0.05918722307980047,-0.036033812100117045,-0.03778174323839265,-0.0494456997173484,-0.053279229938713715
-1.976,-0.03480672347884578,-0.03483119374681566,-0.03528824258050903,-0.035197807381589986,-0.03630405079497541,-0.037695702125991146,-0.03483034429200913,-0.03601893569534384,-0.03776613673045615,-0.03510261861116463,-0.03558075643529655,-0.035197807381589986,-0.034926918969977704,-0.03558210893174464,-0.03480672347884578,-0.03483119374681566,-0.03528824258050903,-0.035197807381589986,-0.042117363599588425,-0.04003371743915457,-0.05916277800277495,-0.03601893569534384,-0.03776613673045615,-0.04942527766623964,-0.053257219304682045
-1.975,-0.03479234003834125,-0.03481678027193965,-0.03527366552003937,-0.035183258746352905,-0.03628904845366924,-0.037680124939145986,-0.03481591875025986,-0.03600405929050543,-0.03775053022245259,-0.03508810584195549,-0.0355660554750195,-0.035183258746352905,-0.034912445221895405,-0.035567406370541864,-0.03479234003834125,-0.03481678027193965,-0.03527366552003937,-0.035183258746352905,-0.042099958004716484,-0.04001716964294929,-0.059138332925643224,-0.03600405929050543,-0.03775053022245259,-0.04940485561504252,-0.0532352086705562
-1.974,-0.03477795659777431,-0.034802366797003756,-0.035259088459505955,-0.035168710111053034,-0.03627404611229806,-0.03766454775223328,-0.03480149320845425,-0.03598918288560121,-0.03773492371438139,-0.03507359307268426,-0.03555135451467808,-0.035168710111053034,-0.034897971473753876,-0.03555270380927488,-0.03477795659777431,-0.034802366797003756,-0.035259088459505955,-0.035168710111053034,-0.04208255240976926,-0.040000621846673114,-0.059113887848404385,-0.03598918288560121,-0.03773492371438139,-0.04938443356375626,-0.053213198036335375
-1.973,-0.03476357315714437,-0.03478795332200748,-0.03524451139890823,-0.035154161475689845,-0.03625904377086128,-0.037648970565252474,-0.03478706766659182,-0.03597430648063067,-0.03771931720624202,-0.03505908030335041,-0.03553665355427174,-0.035154161475689845,-0.034883497725552645,-0.0355380012479431,-0.03476357315714437,-0.03478795332200748,-0.03524451139890823,-0.035154161475689845,-0.04206514681474617,-0.03998407405032543,-0.05908944277105757,-0.03597430648063067,-0.03771931720624202,-0.04936401151238012,-0.05319118740201876
-1.972,-0.03474918971645094,-0.03477353984695029,-0.03522993433824563,-0.035139612840262804,-0.03624404142935839,-0.03763339337820298,-0.03477264212467206,-0.03595943007559323,-0.03770371069803385,-0.035044567533953415,-0.035521952593799935,-0.035139612840262804,-0.034869023977291184,-0.03552329868654601,-0.03474918971645094,-0.03477353984695029,-0.03522993433824563,-0.035139612840262804,-0.042047741219646516,-0.03996752625390566,-0.05906499769360183,-0.03595943007559323,-0.03770371069803385,-0.04934358946091331,-0.05316917676760555
-1.971,-0.034734806275693496,-0.034759126371831685,-0.03521535727751762,-0.035125064204771364,-0.0362290390877888,-0.037617816191084216,-0.03475821658269451,-0.03594455367048831,-0.037688104189756336,-0.03503005476449271,-0.0355072516332621,-0.035125064204771364,-0.034854550228968995,-0.035508596125083045,-0.034734806275693496,-0.034759126371831685,-0.03521535727751762,-0.035125064204771364,-0.04203033562446967,-0.039950978457413175,-0.05904055261603626,-0.03594455367048831,-0.037688104189756336,-0.04932316740935509,-0.05314716613309493
-1.97,-0.03472042283487146,-0.03474471289665112,-0.035200780216723654,-0.03511051556921498,-0.036214036746151944,-0.037602239003895574,-0.03474379104065867,-0.03592967726531537,-0.03767249768140885,-0.03501554199496779,-0.035492550672657684,-0.03511051556921498,-0.03484007648058554,-0.035493893563553654,-0.03472042283487146,-0.03474471289665112,-0.035200780216723654,-0.03511051556921498,-0.04201293002921497,-0.03993443066084734,-0.059016107538359903,-0.03592967726531537,-0.03767249768140885,-0.0493027453577047,-0.05312515549848606
-1.969,-0.0347060393939843,-0.034730299421408095,-0.03518620315586314,-0.03509596693359312,-0.03619903440444727,-0.03758666181663649,-0.03472936549856403,-0.03591480086007381,-0.03765689117299084,-0.03500102922537808,-0.03547784971198612,-0.03509596693359312,-0.034825602732140325,-0.03547919100195727,-0.0347060393939843,-0.034730299421408095,-0.03518620315586314,-0.03509596693359312,-0.04199552443388177,-0.03991788286420758,-0.05899166246057184,-0.03591480086007381,-0.03765689117299084,-0.04928232330596131,-0.0531031448637781
-1.968,-0.034691655953031454,-0.03471588594610208,-0.03517162609493556,-0.0350814182979052,-0.03618403206267419,-0.03757108462930635,-0.03471493995641009,-0.03589992445476305,-0.037641284664501694,-0.03498651645572306,-0.03546314875124683,-0.0350814182979052,-0.03481112898363282,-0.035464488440293304,-0.034691655953031454,-0.03471588594610208,-0.03517162609493556,-0.0350814182979052,-0.0419781188384694,-0.039901335067493236,-0.058967217382671126,-0.03589992445476305,-0.037641284664501694,-0.049261901254124156,-0.05308113422897025
