X,R-open_(Vt shift),R_Short,G-D short,G-S short,D-S short
-1.944,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.944,1.0
-1.943,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.943,1.0
-1.942,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.942,1.0
-1.941,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.941,1.0
-1.94,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.94,1.0
-1.939,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.939,1.0
-1.938,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.938,1.0
-1.937,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.937,1.0
-1.936,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.936,1.0
-1.935,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.935,1.0
-1.934,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.934,1.0
-1.933,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.933,1.0
-1.932,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.932,1.0
-1.931,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.931,1.0
-1.93,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.93,1.0
-1.929,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.929,1.0
-1.928,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.928,1.0
-1.927,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.927,1.0
-1.926,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.926,1.0
-1.925,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.925,1.0
-1.924,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.924,1.0
-1.923,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.923,1.0
-1.922,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.922,1.0
-1.921,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.921,1.0
-1.92,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.92,1.0
-1.919,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.919,1.0
-1.918,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.918,1.0
-1.917,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.917,1.0
-1.916,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.916,1.0
-1.915,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.915,1.0
-1.914,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.914,1.0
-1.913,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.913,1.0
-1.912,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.912,1.0
-1.911,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.911,1.0
-1.91,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.91,1.0
-1.909,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.909,1.0
-1.908,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.908,1.0
-1.907,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.907,1.0
-1.906,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.906,1.0
-1.905,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.905,1.0
-1.904,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.904,1.0
-1.903,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.903,1.0
-1.902,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.902,1.0
-1.901,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.901,1.0
-1.9,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.9,1.0
-1.899,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.899,1.0
-1.898,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.898,1.0
-1.897,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.897,1.0
-1.896,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.896,1.0
-1.895,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.895,1.0
-1.894,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.894,1.0
-1.893,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.893,1.0
-1.892,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.892,1.0
-1.891,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.891,1.0
-1.89,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.89,1.0
-1.889,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.889,1.0
-1.888,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.888,1.0
-1.887,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.887,1.0
-1.886,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.886,1.0
-1.885,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.885,1.0
-1.884,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.884,1.0
-1.883,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.883,1.0
-1.882,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.882,1.0
-1.881,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.881,1.0
-1.88,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.88,1.0
-1.879,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.879,1.0
-1.8780000000000001,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.8780000000000001,1.0
-1.877,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.877,1.0
-1.876,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.876,1.0
-1.875,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.875,1.0
-1.874,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.874,1.0
-1.873,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.873,1.0
-1.8719999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.8719999999999999,1.0
-1.871,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.871,1.0
-1.87,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.87,1.0
-1.869,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.869,1.0
-1.8679999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.8679999999999999,1.0
-1.867,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.867,1.0
-1.866,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.866,1.0
-1.865,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.865,1.0
-1.8639999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.8639999999999999,1.0
-1.863,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.863,1.0
-1.862,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.862,1.0
-1.861,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.861,1.0
-1.8599999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.8599999999999999,1.0
-1.859,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.859,1.0
-1.858,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.858,1.0
-1.857,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.857,1.0
-1.8559999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.8559999999999999,1.0
-1.855,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.855,1.0
-1.854,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.854,1.0
-1.853,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.853,1.0
-1.852,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.852,1.0
-1.851,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.851,1.0
-1.85,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.85,1.0
-1.849,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.849,1.0
-1.848,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.848,1.0
-1.847,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.847,1.0
-1.846,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.846,1.0
-1.845,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.845,1.0
-1.844,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.844,1.0
-1.843,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.843,1.0
-1.842,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.842,1.0
-1.841,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.841,1.0
-1.84,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.84,1.0
-1.839,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.839,1.0
-1.838,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.838,1.0
-1.837,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.837,1.0
-1.836,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.836,1.0
-1.835,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.835,1.0
-1.834,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.834,1.0
-1.833,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.833,1.0
-1.832,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.832,1.0
-1.831,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.831,1.0
-1.83,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.83,1.0
-1.829,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.829,1.0
-1.828,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.828,1.0
-1.827,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.827,1.0
-1.826,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.826,1.0
-1.825,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.825,1.0
-1.824,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.824,1.0
-1.823,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.823,1.0
-1.822,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.822,1.0
-1.821,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.821,1.0
-1.82,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.82,1.0
-1.819,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.819,1.0
-1.818,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.818,1.0
-1.817,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.817,1.0
-1.816,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.816,1.0
-1.815,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.815,1.0
-1.814,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.814,1.0
-1.813,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.813,1.0
-1.812,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.812,1.0
-1.811,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.811,1.0
-1.81,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.81,1.0
-1.809,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.809,1.0
-1.808,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.808,1.0
-1.807,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.807,1.0
-1.806,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.806,1.0
-1.805,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.805,1.0
-1.804,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.804,1.0
-1.803,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.803,1.0
-1.802,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.802,1.0
-1.801,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.801,1.0
-1.8,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.8,1.0
-1.799,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.799,1.0
-1.798,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.798,1.0
-1.797,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.797,1.0
-1.796,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.796,1.0
-1.795,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.795,1.0
-1.794,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.794,1.0
-1.793,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.793,1.0
-1.792,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.792,1.0
-1.791,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.791,1.0
-1.79,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.79,1.0
-1.789,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.789,1.0
-1.788,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.788,1.0
-1.787,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.787,1.0
-1.786,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.786,1.0
-1.785,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.785,1.0
-1.784,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.784,1.0
-1.783,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.783,1.0
-1.782,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.782,1.0
-1.781,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.781,1.0
-1.78,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.78,1.0
-1.779,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.779,1.0
-1.778,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.778,1.0
-1.777,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.777,1.0
-1.776,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.776,1.0
-1.775,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.775,1.0
-1.774,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.774,1.0
-1.773,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.773,1.0
-1.772,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.772,1.0
-1.771,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.771,1.0
-1.77,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.77,1.0
-1.769,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.769,1.0
-1.768,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.768,1.0
-1.767,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.767,1.0
-1.766,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.766,1.0
-1.765,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.765,1.0
-1.764,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.764,1.0
-1.763,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.763,1.0
-1.762,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.762,1.0
-1.761,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.761,1.0
-1.76,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.76,1.0
-1.759,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.759,1.0
-1.758,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.758,1.0
-1.7570000000000001,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7570000000000001,1.0
-1.756,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.756,1.0
-1.755,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.755,1.0
-1.754,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.754,1.0
-1.7530000000000001,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7530000000000001,1.0
-1.752,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.752,1.0
-1.751,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.751,1.0
-1.75,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.75,1.0
-1.749,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.749,1.0
-1.748,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.748,1.0
-1.7469999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7469999999999999,1.0
-1.746,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.746,1.0
-1.745,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.745,1.0
-1.744,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.744,1.0
-1.7429999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7429999999999999,1.0
-1.742,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.742,1.0
-1.741,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.741,1.0
-1.74,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.74,1.0
-1.7389999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7389999999999999,1.0
-1.738,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.738,1.0
-1.737,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.737,1.0
-1.736,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.736,1.0
-1.7349999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7349999999999999,1.0
-1.734,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.734,1.0
-1.733,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.733,1.0
-1.732,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.732,1.0
-1.7309999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7309999999999999,1.0
-1.73,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.73,1.0
-1.729,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.729,1.0
-1.728,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.728,1.0
-1.7269999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7269999999999999,1.0
-1.726,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.726,1.0
-1.725,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.725,1.0
-1.724,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.724,1.0
-1.7229999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7229999999999999,1.0
-1.722,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.722,1.0
-1.721,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.721,1.0
-1.72,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.72,1.0
-1.7189999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7189999999999999,1.0
-1.718,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.718,1.0
-1.717,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.717,1.0
-1.716,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.716,1.0
-1.7149999999999999,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7149999999999999,1.0
-1.714,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.714,1.0
-1.713,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.713,1.0
-1.712,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.712,1.0
-1.711,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.711,1.0
-1.71,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.71,1.0
-1.709,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.709,1.0
-1.708,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.708,1.0
-1.707,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.707,1.0
-1.706,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.706,1.0
-1.705,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.705,1.0
-1.704,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.704,1.0
-1.703,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.703,1.0
-1.702,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.702,1.0
-1.701,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.701,1.0
-1.7,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.7,1.0
-1.699,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.699,1.0
-1.698,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.698,1.0
-1.697,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.697,1.0
-1.696,0.0022930007960590927,6.026801947449005e-07,0.0017028071022061875,-1.696,1.0
