X,R1_open Y,R1_short Y,R2_open Y,R2_short Y,R3_open Y,R3_short Y,M1_G-S_short Y,M1_open Y,M1_G-D_short Y,M1_D-S_short Y,M2_D-S_short Y,M2_G-D_short Y,M2_G-S_short Y,M2_open Y,M3_open Y,M3_D-S_short Y,M3_G-D_short Y,M3_G-S_short Y
-1.523,-0.83907,0.6064699834495589,0.99992,-0.83907,-31.48214490009284,0.9999999999999993,0.551458312583037,0.6064699834495589,-0.8571840166106105,-0.83907,0.99992,-0.7731164195111807,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.6804169999999962,0.99992
-1.522,-0.83907,0.6064699834604259,0.99992,-0.83907,-31.48214490009402,0.9999999999999993,0.5514856606325225,0.6064699834604259,-0.8571828567105723,-0.83907,0.99992,-0.7731162188308328,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.680416999999996,0.99992
-1.521,-0.83907,0.606469983471293,0.99992,-0.83907,-31.482144900095214,0.9999999999999993,0.55151300633608,0.606469983471293,-0.857181689577652,-0.83907,0.99992,-0.773116017665931,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.680416999999996,0.99992
-1.52,-0.83907,0.60646998348216,0.99992,-0.83907,-31.48214490009642,0.9999999999999993,0.5515403496939655,0.60646998348216,-0.8571805151667585,-0.83907,0.99992,-0.7731158160153174,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.6804169999999958,0.99992
-1.5190000000000001,-0.83907,0.6064699834930269,0.99992,-0.83907,-31.482144900097644,0.9999999999999993,0.551567690706321,0.6064699834930269,-0.8571793334325198,-0.83907,0.99992,-0.7731156138778319,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.6804169999999958,0.99992
-1.518,-0.83907,0.6064699835038939,0.99992,-0.83907,-31.48214490009888,0.9999999999999993,0.5515950293733738,0.6064699835038939,-0.8571781443292814,-0.83907,0.99992,-0.7731154112523112,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.6804169999999957,0.99992
-1.517,-0.83907,0.606469983514761,0.99992,-0.83907,-31.482144900100135,0.9999999999999993,0.551622365695323,0.606469983514761,-0.8571769478111039,-0.83907,0.99992,-0.7731152081375896,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.6804169999999956,0.99992
-1.516,-0.83907,0.606469983525628,0.99992,-0.83907,-31.482144900101407,0.9999999999999993,0.5516496996723959,0.606469983525628,-0.8571757438317616,-0.83907,0.99992,-0.7731150045324985,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.6804169999999955,0.99992
-1.5150000000000001,-0.83907,0.606469983536495,0.99992,-0.83907,-31.482144900102693,0.9999999999999993,0.551677031304763,0.606469983536495,-0.8571745323447414,-0.83907,0.99992,-0.7731148004358667,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.6804169999999955,0.99992
-1.514,-0.83907,0.6064699835473619,0.99992,-0.83907,-31.482144900103993,0.9999999999999993,0.5517043605926517,0.6064699835473619,-0.8571733133032398,-0.83907,0.99992,-0.7731145958465202,-0.83907,-0.83907,0.9999999999999993,-1.0000000000000007,-0.6804169999999953,0.99992
