X,/vout Y,/vout (L=1.11e-04) (interpolated wth step=0.001) Y,/vout Y,/vout Y,/vout Y,/vout Y,/vout Y,/vout Y,/vout Y,/vout Y
-1.454,-0.8642529,-0.866681189,-1.454,-0.02761915,-0.02761915,0,-1.454,-1.454,-0.8642529,-0.009565018
-1.453,-0.863543437,-0.865971481,-1.453,-0.027599252,-0.027599252,0,-1.453,-1.453,-0.863543437,-0.009561821
-1.452,-0.862833975,-0.865261773,-1.452,-0.027579354,-0.027579354,0,-1.452,-1.452,-0.862833975,-0.009558623
-1.451,-0.862124512,-0.864552065,-1.451,-0.027559455,-0.027559455,0,-1.451,-1.451,-0.862124512,-0.009555425
-1.45,-0.86141505,-0.863842357,-1.45,-0.027539557,-0.027539557,0,-1.45,-1.45,-0.86141505,-0.009552227
-1.449,-0.860705587,-0.863132649,-1.449,-0.027519659,-0.027519659,0,-1.449,-1.449,-0.860705587,-0.009549029
-1.448,-0.859996125,-0.862422941,-1.448,-0.027499761,-0.027499761,0,-1.448,-1.448,-0.859996125,-0.009545832
-1.447,-0.859286662,-0.861713233,-1.447,-0.027479863,-0.027479863,0,-1.447,-1.447,-0.859286662,-0.009542634
-1.446,-0.8585772,-0.861003525,-1.446,-0.027459964,-0.027459964,0,-1.446,-1.446,-0.8585772,-0.009539436
-1.445,-0.857867737,-0.860293817,-1.445,-0.027440066,-0.027440066,0,-1.445,-1.445,-0.857867737,-0.009536238
-1.444,-0.857158275,-0.859584109,-1.444,-0.027420168,-0.027420168,0,-1.444,-1.444,-0.857158275,-0.00953304
-1.443,-0.856448812,-0.858874402,-1.443,-0.02740027,-0.02740027,0,-1.443,-1.443,-0.856448812,-0.009529843
-1.442,-0.855739349,-0.858164694,-1.442,-0.027380372,-0.027380372,0,-1.442,-1.442,-0.855739349,-0.009526645
-1.441,-0.855029887,-0.857454986,-1.441,-0.027360473,-0.027360473,0,-1.441,-1.441,-0.855029887,-0.009523447
-1.44,-0.854320424,-0.856745278,-1.44,-0.027340575,-0.027340575,0,-1.44,-1.44,-0.854320424,-0.009520249
-1.439,-0.853614186,-0.856038819,-1.439,-0.027321343,-0.027321343,0,-1.439,-1.439,-0.853614186,-0.009517128
-1.438,-0.852907948,-0.855332361,-1.438,-0.02730211,-0.02730211,0,-1.438,-1.438,-0.852907948,-0.009514007
-1.437,-0.85220171,-0.854625902,-1.437,-0.027282878,-0.027282878,0,-1.437,-1.437,-0.85220171,-0.009510887
-1.436,-0.851495472,-0.853919444,-1.436,-0.027263645,-0.027263645,0,-1.436,-1.436,-0.851495472,-0.009507766
-1.435,-0.850789234,-0.853212986,-1.435,-0.027244413,-0.027244413,0,-1.435,-1.435,-0.850789234,-0.009504645
-1.434,-0.850082996,-0.852506527,-1.434,-0.02722518,-0.02722518,0,-1.434,-1.434,-0.850082996,-0.009501524
-1.433,-0.849376758,-0.851800069,-1.433,-0.027205948,-0.027205948,0,-1.433,-1.433,-0.849376758,-0.009498403
-1.432,-0.84867052,-0.85109361,-1.432,-0.027186716,-0.027186716,0,-1.432,-1.432,-0.84867052,-0.009495282
-1.431,-0.847964282,-0.850387152,-1.431,-0.027167483,-0.027167483,0,-1.431,-1.431,-0.847964282,-0.009492161
-1.43,-0.847258044,-0.849680693,-1.43,-0.027148251,-0.027148251,0,-1.43,-1.43,-0.847258044,-0.00948904
-1.429,-0.846551806,-0.848974235,-1.429,-0.027129018,-0.027129018,0,-1.429,-1.429,-0.846551806,-0.00948592
-1.428,-0.845845568,-0.848267777,-1.428,-0.027109786,-0.027109786,0,-1.428,-1.428,-0.845845568,-0.009482799
-1.427,-0.845139329,-0.847561318,-1.427,-0.027090553,-0.027090553,0,-1.427,-1.427,-0.845139329,-0.009479678
-1.426,-0.844433091,-0.84685486,-1.426,-0.027071321,-0.027071321,0,-1.426,-1.426,-0.844433091,-0.009476557
-1.425,-0.843726853,-0.846148401,-1.425,-0.027052088,-0.027052088,0,-1.425,-1.425,-0.843726853,-0.009473436
-1.424,-0.843020615,-0.845441943,-1.424,-0.027032856,-0.027032856,0,-1.424,-1.424,-0.843020615,-0.009470315
-1.423,-0.842314377,-0.844735484,-1.423,-0.027013623,-0.027013623,0,-1.423,-1.423,-0.842314377,-0.009467194
-1.422,-0.841608139,-0.844029026,-1.422,-0.026994391,-0.026994391,0,-1.422,-1.422,-0.841608139,-0.009464073
-1.421,-0.840901901,-0.843322568,-1.421,-0.026975159,-0.026975159,0,-1.421,-1.421,-0.840901901,-0.009460953
-1.42,-0.840195663,-0.842616109,-1.42,-0.026955926,-0.026955926,0,-1.42,-1.42,-0.840195663,-0.009457832
-1.419,-0.839489425,-0.841909651,-1.419,-0.026936694,-0.026936694,0,-1.419,-1.419,-0.839489425,-0.009454711
-1.418,-0.838783187,-0.841203192,-1.418,-0.026917461,-0.026917461,0,-1.418,-1.418,-0.838783187,-0.00945159
-1.417,-0.838076949,-0.840496734,-1.417,-0.026898229,-0.026898229,0,-1.417,-1.417,-0.838076949,-0.009448469
-1.416,-0.837370711,-0.839790275,-1.416,-0.026878996,-0.026878996,0,-1.416,-1.416,-0.837370711,-0.009445348
-1.415,-0.836664473,-0.839083817,-1.415,-0.026859764,-0.026859764,0,-1.415,-1.415,-0.836664473,-0.009442227
-1.414,-0.835958234,-0.838377358,-1.414,-0.026840531,-0.026840531,0,-1.414,-1.414,-0.835958234,-0.009439106
-1.413,-0.835251996,-0.8376709,-1.413,-0.026821299,-0.026821299,0,-1.413,-1.413,-0.835251996,-0.009435985
-1.412,-0.834545758,-0.836964442,-1.412,-0.026802066,-0.026802066,0,-1.412,-1.412,-0.834545758,-0.009432865
-1.411,-0.83383952,-0.836257983,-1.411,-0.026782834,-0.026782834,0,-1.411,-1.411,-0.83383952,-0.009429744
-1.41,-0.833133282,-0.835551525,-1.41,-0.026763602,-0.026763602,0,-1.41,-1.41,-0.833133282,-0.009426623
-1.409,-0.832427044,-0.834845066,-1.409,-0.026744369,-0.026744369,0,-1.409,-1.409,-0.832427044,-0.009423502
-1.408,-0.831720806,-0.834138608,-1.408,-0.026725137,-0.026725137,0,-1.408,-1.408,-0.831720806,-0.009420381
-1.407,-0.831014568,-0.833432149,-1.407,-0.026705904,-0.026705904,0,-1.407,-1.407,-0.831014568,-0.00941726
-1.406,-0.83030833,-0.832725691,-1.406,-0.026686672,-0.026686672,0,-1.406,-1.406,-0.83030833,-0.009414139
-1.405,-0.829602092,-0.832019233,-1.405,-0.026667439,-0.026667439,0,-1.405,-1.405,-0.829602092,-0.009411018
-1.404,-0.828895854,-0.831312774,-1.404,-0.026648207,-0.026648207,0,-1.404,-1.404,-0.828895854,-0.009407898
-1.403,-0.828189616,-0.830606316,-1.403,-0.026628974,-0.026628974,0,-1.403,-1.403,-0.828189616,-0.009404777
-1.402,-0.827483378,-0.829899857,-1.402,-0.026609742,-0.026609742,0,-1.402,-1.402,-0.827483378,-0.009401656
-1.401,-0.826777139,-0.829193399,-1.401,-0.026590509,-0.026590509,0,-1.401,-1.401,-0.826777139,-0.009398535
-1.4,-0.826070901,-0.82848694,-1.4,-0.026571277,-0.026571277,0,-1.4,-1.4,-0.826070901,-0.009395414
-1.399,-0.825364663,-0.827780482,-1.399,-0.026552045,-0.026552045,0,-1.399,-1.399,-0.825364663,-0.009392293
-1.398,-0.824658425,-0.827074024,-1.398,-0.026532812,-0.026532812,0,-1.398,-1.398,-0.824658425,-0.009389172
-1.397,-0.823952187,-0.826367565,-1.397,-0.02651358,-0.02651358,0,-1.397,-1.397,-0.823952187,-0.009386051
-1.396,-0.823245949,-0.825661107,-1.396,-0.026494347,-0.026494347,0,-1.396,-1.396,-0.823245949,-0.009382931
-1.395,-0.822539711,-0.824954648,-1.395,-0.026475115,-0.026475115,0,-1.395,-1.395,-0.822539711,-0.00937981
-1.394,-0.821833473,-0.82424819,-1.394,-0.026455882,-0.026455882,0,-1.394,-1.394,-0.821833473,-0.009376689
-1.393,-0.821127235,-0.823541731,-1.393,-0.02643665,-0.02643665,0,-1.393,-1.393,-0.821127235,-0.009373568
-1.392,-0.820420997,-0.822835273,-1.392,-0.026417417,-0.026417417,0,-1.392,-1.392,-0.820420997,-0.009370447
-1.391,-0.819714759,-0.822128814,-1.391,-0.026398185,-0.026398185,0,-1.391,-1.391,-0.819714759,-0.009367326
-1.39,-0.819008521,-0.821422356,-1.39,-0.026378952,-0.026378952,0,-1.39,-1.39,-0.819008521,-0.009364205
-1.389,-0.818302282,-0.820715898,-1.389,-0.02635972,-0.02635972,0,-1.389,-1.389,-0.818302282,-0.009361084
-1.388,-0.817596044,-0.820009439,-1.388,-0.026340488,-0.026340488,0,-1.388,-1.388,-0.817596044,-0.009357963
-1.387,-0.816889806,-0.819302981,-1.387,-0.026321255,-0.026321255,0,-1.387,-1.387,-0.816889806,-0.009354843
-1.386,-0.816183568,-0.818596522,-1.386,-0.026302023,-0.026302023,0,-1.386,-1.386,-0.816183568,-0.009351722
-1.385,-0.81547733,-0.817890064,-1.385,-0.02628279,-0.02628279,0,-1.385,-1.385,-0.81547733,-0.009348601
-1.384,-0.814771092,-0.817183605,-1.384,-0.026263558,-0.026263558,0,-1.384,-1.384,-0.814771092,-0.00934548
-1.383,-0.814064854,-0.816477147,-1.383,-0.026244325,-0.026244325,0,-1.383,-1.383,-0.814064854,-0.009342359
-1.382,-0.813358616,-0.815770689,-1.382,-0.026225093,-0.026225093,0,-1.382,-1.382,-0.813358616,-0.009339238
-1.381,-0.812652378,-0.81506423,-1.381,-0.02620586,-0.02620586,0,-1.381,-1.381,-0.812652378,-0.009336117
-1.38,-0.81194614,-0.814357772,-1.38,-0.026186628,-0.026186628,0,-1.38,-1.38,-0.81194614,-0.009332996
-1.379,-0.811239902,-0.813651313,-1.379,-0.026167395,-0.026167395,0,-1.379,-1.379,-0.811239902,-0.009329876
-1.378,-0.810533664,-0.812944855,-1.378,-0.026148163,-0.026148163,0,-1.378,-1.378,-0.810533664,-0.009326755
-1.377,-0.809827426,-0.812238396,-1.377,-0.026128931,-0.026128931,0,-1.377,-1.377,-0.809827426,-0.009323634
-1.376,-0.809121187,-0.811531938,-1.376,-0.026109698,-0.026109698,0,-1.376,-1.376,-0.809121187,-0.009320513
-1.375,-0.808414949,-0.81082548,-1.375,-0.026090466,-0.026090466,0,-1.375,-1.375,-0.808414949,-0.009317392
-1.374,-0.807708711,-0.810119021,-1.374,-0.026071233,-0.026071233,0,-1.374,-1.374,-0.807708711,-0.009314271
-1.373,-0.807002473,-0.809412563,-1.373,-0.026052001,-0.026052001,0,-1.373,-1.373,-0.807002473,-0.00931115
-1.372,-0.806296235,-0.808706104,-1.372,-0.026032768,-0.026032768,0,-1.372,-1.372,-0.806296235,-0.009308029
-1.371,-0.805589997,-0.807999646,-1.371,-0.026013536,-0.026013536,0,-1.371,-1.371,-0.805589997,-0.009304909
-1.37,-0.804883759,-0.807293187,-1.37,-0.025994303,-0.025994303,0,-1.37,-1.37,-0.804883759,-0.009301788
-1.369,-0.804177521,-0.806586729,-1.369,-0.025975071,-0.025975071,0,-1.369,-1.369,-0.804177521,-0.009298667
-1.368,-0.803471283,-0.80588027,-1.368,-0.025955838,-0.025955838,0,-1.368,-1.368,-0.803471283,-0.009295546
-1.367,-0.802765045,-0.805173812,-1.367,-0.025936606,-0.025936606,0,-1.367,-1.367,-0.802765045,-0.009292425
-1.366,-0.802058807,-0.804467354,-1.366,-0.025917374,-0.025917374,0,-1.366,-1.366,-0.802058807,-0.009289304
-1.365,-0.801352569,-0.803760895,-1.365,-0.025898141,-0.025898141,0,-1.365,-1.365,-0.801352569,-0.009286183
-1.364,-0.800646331,-0.803054437,-1.364,-0.025878909,-0.025878909,0,-1.364,-1.364,-0.800646331,-0.009283062
-1.363,-0.799940092,-0.802347978,-1.363,-0.025859676,-0.025859676,0,-1.363,-1.363,-0.799940092,-0.009279941
-1.362,-0.799233854,-0.80164152,-1.362,-0.025840444,-0.025840444,0,-1.362,-1.362,-0.799233854,-0.009276821
-1.361,-0.798527616,-0.800935061,-1.361,-0.025821211,-0.025821211,0,-1.361,-1.361,-0.798527616,-0.0092737
-1.36,-0.797821378,-0.800228603,-1.36,-0.025801979,-0.025801979,0,-1.36,-1.36,-0.797821378,-0.009270579
-1.359,-0.797118628,-0.79952566,-1.359,-0.025783383,-0.025783383,0,-1.359,-1.359,-0.797118628,-0.009267533
-1.358,-0.796415877,-0.798822718,-1.358,-0.025764788,-0.025764788,0,-1.358,-1.358,-0.796415877,-0.009264488
-1.357,-0.795713126,-0.798119775,-1.357,-0.025746193,-0.025746193,0,-1.357,-1.357,-0.795713126,-0.009261442
-1.356,-0.795010376,-0.797416833,-1.356,-0.025727597,-0.025727597,0,-1.356,-1.356,-0.795010376,-0.009258397
-1.355,-0.794307625,-0.79671389,-1.355,-0.025709002,-0.025709002,0,-1.355,-1.355,-0.794307625,-0.009255351
-1.354,-0.793604875,-0.796010947,-1.354,-0.025690406,-0.025690406,0,-1.354,-1.354,-0.793604875,-0.009252306
-1.353,-0.792902124,-0.795308005,-1.353,-0.025671811,-0.025671811,0,-1.353,-1.353,-0.792902124,-0.00924926
-1.352,-0.792199373,-0.794605062,-1.352,-0.025653215,-0.025653215,0,-1.352,-1.352,-0.792199373,-0.009246215
-1.351,-0.791496623,-0.79390212,-1.351,-0.02563462,-0.02563462,0,-1.351,-1.351,-0.791496623,-0.009243169
-1.35,-0.790793872,-0.793199177,-1.35,-0.025616025,-0.025616025,0,-1.35,-1.35,-0.790793872,-0.009240124
-1.349,-0.790091122,-0.792496234,-1.349,-0.025597429,-0.025597429,0,-1.349,-1.349,-0.790091122,-0.009237078
-1.348,-0.789388371,-0.791793292,-1.348,-0.025578834,-0.025578834,0,-1.348,-1.348,-0.789388371,-0.009234033
-1.347,-0.78868562,-0.791090349,-1.347,-0.025560238,-0.025560238,0,-1.347,-1.347,-0.78868562,-0.009230987
-1.346,-0.78798287,-0.790387406,-1.346,-0.025541643,-0.025541643,0,-1.346,-1.346,-0.78798287,-0.009227941
-1.345,-0.787280119,-0.789684464,-1.345,-0.025523047,-0.025523047,0,-1.345,-1.345,-0.787280119,-0.009224896
-1.344,-0.786577368,-0.788981521,-1.344,-0.025504452,-0.025504452,0,-1.344,-1.344,-0.786577368,-0.00922185
-1.343,-0.785874618,-0.788278579,-1.343,-0.025485857,-0.025485857,0,-1.343,-1.343,-0.785874618,-0.009218805
-1.342,-0.785171867,-0.787575636,-1.342,-0.025467261,-0.025467261,0,-1.342,-1.342,-0.785171867,-0.009215759
-1.341,-0.784469117,-0.786872693,-1.341,-0.025448666,-0.025448666,0,-1.341,-1.341,-0.784469117,-0.009212714
-1.34,-0.783766366,-0.786169751,-1.34,-0.02543007,-0.02543007,0,-1.34,-1.34,-0.783766366,-0.009209668
-1.339,-0.783063615,-0.785466808,-1.339,-0.025411475,-0.025411475,0,-1.339,-1.339,-0.783063615,-0.009206623
-1.338,-0.782360865,-0.784763866,-1.338,-0.025392879,-0.025392879,0,-1.338,-1.338,-0.782360865,-0.009203577
-1.337,-0.781658114,-0.784060923,-1.337,-0.025374284,-0.025374284,0,-1.337,-1.337,-0.781658114,-0.009200532
-1.336,-0.780955364,-0.78335798,-1.336,-0.025355689,-0.025355689,0,-1.336,-1.336,-0.780955364,-0.009197486
-1.335,-0.780252613,-0.782655038,-1.335,-0.025337093,-0.025337093,0,-1.335,-1.335,-0.780252613,-0.009194441
-1.334,-0.779549862,-0.781952095,-1.334,-0.025318498,-0.025318498,0,-1.334,-1.334,-0.779549862,-0.009191395
-1.333,-0.778847112,-0.781249153,-1.333,-0.025299902,-0.025299902,0,-1.333,-1.333,-0.778847112,-0.00918835
-1.332,-0.778144361,-0.78054621,-1.332,-0.025281307,-0.025281307,0,-1.332,-1.332,-0.778144361,-0.009185304
-1.331,-0.77744161,-0.779843267,-1.331,-0.025262711,-0.025262711,0,-1.331,-1.331,-0.77744161,-0.009182259
-1.33,-0.77673886,-0.779140325,-1.33,-0.025244116,-0.025244116,0,-1.33,-1.33,-0.77673886,-0.009179213
-1.329,-0.776036109,-0.778437382,-1.329,-0.025225521,-0.025225521,0,-1.329,-1.329,-0.776036109,-0.009176168
-1.328,-0.775333359,-0.77773444,-1.328,-0.025206925,-0.025206925,0,-1.328,-1.328,-0.775333359,-0.009173122
-1.327,-0.774630608,-0.777031497,-1.327,-0.02518833,-0.02518833,0,-1.327,-1.327,-0.774630608,-0.009170076
-1.326,-0.773927857,-0.776328554,-1.326,-0.025169734,-0.025169734,0,-1.326,-1.326,-0.773927857,-0.009167031
-1.325,-0.773225107,-0.775625612,-1.325,-0.025151139,-0.025151139,0,-1.325,-1.325,-0.773225107,-0.009163985
-1.324,-0.772522356,-0.774922669,-1.324,-0.025132543,-0.025132543,0,-1.324,-1.324,-0.772522356,-0.00916094
-1.323,-0.771819606,-0.774219727,-1.323,-0.025113948,-0.025113948,0,-1.323,-1.323,-0.771819606,-0.009157894
-1.322,-0.771116855,-0.773516784,-1.322,-0.025095353,-0.025095353,0,-1.322,-1.322,-0.771116855,-0.009154849
-1.321,-0.770414104,-0.772813841,-1.321,-0.025076757,-0.025076757,0,-1.321,-1.321,-0.770414104,-0.009151803
-1.32,-0.769711354,-0.772110899,-1.32,-0.025058162,-0.025058162,0,-1.32,-1.32,-0.769711354,-0.009148758
-1.319,-0.769008603,-0.771407956,-1.319,-0.025039566,-0.025039566,0,-1.319,-1.319,-0.769008603,-0.009145712
-1.318,-0.768305853,-0.770705014,-1.318,-0.025020971,-0.025020971,0,-1.318,-1.318,-0.768305853,-0.009142667
-1.317,-0.767603102,-0.770002071,-1.317,-0.025002376,-0.025002376,0,-1.317,-1.317,-0.767603102,-0.009139621
-1.316,-0.766900351,-0.769299128,-1.316,-0.02498378,-0.02498378,0,-1.316,-1.316,-0.766900351,-0.009136576
-1.315,-0.766197601,-0.768596186,-1.315,-0.024965185,-0.024965185,0,-1.315,-1.315,-0.766197601,-0.00913353
-1.314,-0.76549485,-0.767893243,-1.314,-0.024946589,-0.024946589,0,-1.314,-1.314,-0.76549485,-0.009130485
-1.313,-0.764792099,-0.7671903,-1.313,-0.024927994,-0.024927994,0,-1.313,-1.313,-0.764792099,-0.009127439
-1.312,-0.764089349,-0.766487358,-1.312,-0.024909398,-0.024909398,0,-1.312,-1.312,-0.764089349,-0.009124394
-1.311,-0.763386598,-0.765784415,-1.311,-0.024890803,-0.024890803,0,-1.311,-1.311,-0.763386598,-0.009121348
-1.31,-0.762683848,-0.765081473,-1.31,-0.024872208,-0.024872208,0,-1.31,-1.31,-0.762683848,-0.009118303
-1.309,-0.761981097,-0.76437853,-1.309,-0.024853612,-0.024853612,0,-1.309,-1.309,-0.761981097,-0.009115257
-1.308,-0.761278346,-0.763675587,-1.308,-0.024835017,-0.024835017,0,-1.308,-1.308,-0.761278346,-0.009112211
-1.307,-0.760575596,-0.762972645,-1.307,-0.024816421,-0.024816421,0,-1.307,-1.307,-0.760575596,-0.009109166
-1.306,-0.759872845,-0.762269702,-1.306,-0.024797826,-0.024797826,0,-1.306,-1.306,-0.759872845,-0.00910612
-1.305,-0.759170095,-0.76156676,-1.305,-0.02477923,-0.02477923,0,-1.305,-1.305,-0.759170095,-0.009103075
-1.304,-0.758467344,-0.760863817,-1.304,-0.024760635,-0.024760635,0,-1.304,-1.304,-0.758467344,-0.009100029
-1.303,-0.757764593,-0.760160874,-1.303,-0.02474204,-0.02474204,0,-1.303,-1.303,-0.757764593,-0.009096984
-1.302,-0.757061843,-0.759457932,-1.302,-0.024723444,-0.024723444,0,-1.302,-1.302,-0.757061843,-0.009093938
-1.301,-0.756359092,-0.758754989,-1.301,-0.024704849,-0.024704849,0,-1.301,-1.301,-0.756359092,-0.009090893
-1.3,-0.755656341,-0.758052047,-1.3,-0.024686253,-0.024686253,0,-1.3,-1.3,-0.755656341,-0.009087847
-1.299,-0.754953591,-0.757349104,-1.299,-0.024667658,-0.024667658,0,-1.299,-1.299,-0.754953591,-0.009084802
-1.298,-0.75425084,-0.756646161,-1.298,-0.024649062,-0.024649062,0,-1.298,-1.298,-0.75425084,-0.009081756
-1.297,-0.75354809,-0.755943219,-1.297,-0.024630467,-0.024630467,0,-1.297,-1.297,-0.75354809,-0.009078711
-1.296,-0.752845339,-0.755240276,-1.296,-0.024611872,-0.024611872,0,-1.296,-1.296,-0.752845339,-0.009075665
-1.295,-0.752142588,-0.754537334,-1.295,-0.024593276,-0.024593276,0,-1.295,-1.295,-0.752142588,-0.00907262
-1.294,-0.751439838,-0.753834391,-1.294,-0.024574681,-0.024574681,0,-1.294,-1.294,-0.751439838,-0.009069574
-1.293,-0.750737087,-0.753131448,-1.293,-0.024556085,-0.024556085,0,-1.293,-1.293,-0.750737087,-0.009066529
-1.292,-0.750034337,-0.752428506,-1.292,-0.02453749,-0.02453749,0,-1.292,-1.292,-0.750034337,-0.009063483
-1.291,-0.749331586,-0.751725563,-1.291,-0.024518894,-0.024518894,0,-1.291,-1.291,-0.749331586,-0.009060438
-1.29,-0.748628835,-0.751022621,-1.29,-0.024500299,-0.024500299,0,-1.29,-1.29,-0.748628835,-0.009057392
-1.289,-0.747926085,-0.750319678,-1.289,-0.024481704,-0.024481704,0,-1.289,-1.289,-0.747926085,-0.009054346
-1.288,-0.747223334,-0.749616735,-1.288,-0.024463108,-0.024463108,0,-1.288,-1.288,-0.747223334,-0.009051301
-1.287,-0.746520584,-0.748913793,-1.287,-0.024444513,-0.024444513,0,-1.287,-1.287,-0.746520584,-0.009048255
-1.286,-0.745817833,-0.74821085,-1.286,-0.024425917,-0.024425917,0,-1.286,-1.286,-0.745817833,-0.00904521
-1.285,-0.745115082,-0.747507907,-1.285,-0.024407322,-0.024407322,0,-1.285,-1.285,-0.745115082,-0.009042164
-1.284,-0.744412332,-0.746804965,-1.284,-0.024388726,-0.024388726,0,-1.284,-1.284,-0.744412332,-0.009039119
-1.283,-0.743709581,-0.746102022,-1.283,-0.024370131,-0.024370131,0,-1.283,-1.283,-0.743709581,-0.009036073
-1.282,-0.74300683,-0.74539908,-1.282,-0.024351536,-0.024351536,0,-1.282,-1.282,-0.74300683,-0.009033028
-1.281,-0.74230408,-0.744696137,-1.281,-0.02433294,-0.02433294,0,-1.281,-1.281,-0.74230408,-0.009029982
-1.28,-0.741601329,-0.743993194,-1.28,-0.024314345,-0.024314345,0,-1.28,-1.28,-0.741601329,-0.009026937
-1.279,-0.740902378,-0.743294084,-1.279,-0.024296358,-0.024296358,0,-1.279,-1.279,-0.740902378,-0.009023965
-1.278,-0.740203428,-0.742594974,-1.278,-0.024278372,-0.024278372,0,-1.278,-1.278,-0.740203428,-0.009020993
-1.277,-0.739504477,-0.741895864,-1.277,-0.024260385,-0.024260385,0,-1.277,-1.277,-0.739504477,-0.009018022
-1.276,-0.738805526,-0.741196754,-1.276,-0.024242399,-0.024242399,0,-1.276,-1.276,-0.738805526,-0.00901505
-1.275,-0.738106576,-0.740497644,-1.275,-0.024224412,-0.024224412,0,-1.275,-1.275,-0.738106576,-0.009012078
-1.274,-0.737407625,-0.739798534,-1.274,-0.024206426,-0.024206426,0,-1.274,-1.274,-0.737407625,-0.009009106
-1.273,-0.736708674,-0.739099425,-1.273,-0.024188439,-0.024188439,0,-1.273,-1.273,-0.736708674,-0.009006135
-1.272,-0.736009723,-0.738400315,-1.272,-0.024170453,-0.024170453,0,-1.272,-1.272,-0.736009723,-0.009003163
-1.271,-0.735310773,-0.737701205,-1.271,-0.024152466,-0.024152466,0,-1.271,-1.271,-0.735310773,-0.009000191
-1.27,-0.734611822,-0.737002095,-1.27,-0.02413448,-0.02413448,0,-1.27,-1.27,-0.734611822,-0.00899722
-1.269,-0.733912871,-0.736302985,-1.269,-0.024116493,-0.024116493,0,-1.269,-1.269,-0.733912871,-0.008994248
-1.268,-0.73321392,-0.735603875,-1.268,-0.024098507,-0.024098507,0,-1.268,-1.268,-0.73321392,-0.008991276
-1.267,-0.73251497,-0.734904765,-1.267,-0.02408052,-0.02408052,0,-1.267,-1.267,-0.73251497,-0.008988305
-1.266,-0.731816019,-0.734205655,-1.266,-0.024062534,-0.024062534,0,-1.266,-1.266,-0.731816019,-0.008985333
-1.265,-0.731117068,-0.733506545,-1.265,-0.024044547,-0.024044547,0,-1.265,-1.265,-0.731117068,-0.008982361
-1.264,-0.730418117,-0.732807435,-1.264,-0.024026561,-0.024026561,0,-1.264,-1.264,-0.730418117,-0.008979389
-1.263,-0.729719167,-0.732108325,-1.263,-0.024008575,-0.024008575,0,-1.263,-1.263,-0.729719167,-0.008976418
-1.262,-0.729020216,-0.731409215,-1.262,-0.023990588,-0.023990588,0,-1.262,-1.262,-0.729020216,-0.008973446
-1.261,-0.728321265,-0.730710105,-1.261,-0.023972602,-0.023972602,0,-1.261,-1.261,-0.728321265,-0.008970474
-1.26,-0.727622314,-0.730010995,-1.26,-0.023954615,-0.023954615,0,-1.26,-1.26,-0.727622314,-0.008967503
-1.259,-0.726923364,-0.729311885,-1.259,-0.023936629,-0.023936629,0,-1.259,-1.259,-0.726923364,-0.008964531
-1.258,-0.726224413,-0.728612775,-1.258,-0.023918642,-0.023918642,0,-1.258,-1.258,-0.726224413,-0.008961559
-1.257,-0.725525462,-0.727913665,-1.257,-0.023900656,-0.023900656,0,-1.257,-1.257,-0.725525462,-0.008958587
-1.256,-0.724826511,-0.727214555,-1.256,-0.023882669,-0.023882669,0,-1.256,-1.256,-0.724826511,-0.008955616
-1.255,-0.724127561,-0.726515445,-1.255,-0.023864683,-0.023864683,0,-1.255,-1.255,-0.724127561,-0.008952644
-1.254,-0.72342861,-0.725816335,-1.254,-0.023846696,-0.023846696,0,-1.254,-1.254,-0.72342861,-0.008949672
-1.253,-0.722729659,-0.725117225,-1.253,-0.02382871,-0.02382871,0,-1.253,-1.253,-0.722729659,-0.008946701
-1.252,-0.722030708,-0.724418115,-1.252,-0.023810723,-0.023810723,0,-1.252,-1.252,-0.722030708,-0.008943729
-1.251,-0.721331758,-0.723719005,-1.251,-0.023792737,-0.023792737,0,-1.251,-1.251,-0.721331758,-0.008940757
-1.25,-0.720632807,-0.723019895,-1.25,-0.02377475,-0.02377475,0,-1.25,-1.25,-0.720632807,-0.008937785
-1.249,-0.719933856,-0.722320785,-1.249,-0.023756764,-0.023756764,0,-1.249,-1.249,-0.719933856,-0.008934814
-1.248,-0.719234905,-0.721621675,-1.248,-0.023738777,-0.023738777,0,-1.248,-1.248,-0.719234905,-0.008931842
-1.247,-0.718535955,-0.720922565,-1.247,-0.023720791,-0.023720791,0,-1.247,-1.247,-0.718535955,-0.00892887
-1.246,-0.717837004,-0.720223455,-1.246,-0.023702804,-0.023702804,0,-1.246,-1.246,-0.717837004,-0.008925899
-1.245,-0.717138053,-0.719524345,-1.245,-0.023684818,-0.023684818,0,-1.245,-1.245,-0.717138053,-0.008922927
-1.244,-0.716439102,-0.718825235,-1.244,-0.023666831,-0.023666831,0,-1.244,-1.244,-0.716439102,-0.008919955
-1.243,-0.715740152,-0.718126125,-1.243,-0.023648845,-0.023648845,0,-1.243,-1.243,-0.715740152,-0.008916983
-1.242,-0.715041201,-0.717427015,-1.242,-0.023630858,-0.023630858,0,-1.242,-1.242,-0.715041201,-0.008914012
-1.241,-0.71434225,-0.716727905,-1.241,-0.023612872,-0.023612872,0,-1.241,-1.241,-0.71434225,-0.00891104
-1.24,-0.713643299,-0.716028795,-1.24,-0.023594885,-0.023594885,0,-1.24,-1.24,-0.713643299,-0.008908068
-1.239,-0.712944349,-0.715329685,-1.239,-0.023576899,-0.023576899,0,-1.239,-1.239,-0.712944349,-0.008905097
-1.238,-0.712245398,-0.714630575,-1.238,-0.023558912,-0.023558912,0,-1.238,-1.238,-0.712245398,-0.008902125
