X,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y
-1.821,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.82,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.819,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.818,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.817,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.816,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.815,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.814,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.813,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.812,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.811,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.81,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.809,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.808,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.807,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.806,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.805,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.804,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.803,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.802,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.801,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.8,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.799,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.798,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.797,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.796,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.795,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.794,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.793,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.792,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.791,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.79,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.789,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.788,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.787,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.786,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.785,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.784,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.783,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.782,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.781,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.78,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
-1.779,0.074024337,0.078276501,1,0.074024322,0.999727341,0.053790349,0.076085492,0.576595695,0.025934916,0.054353262
