X,robust_vout,R-open_(Vt shift),R_Short,G-D short,G-S short,D-S short
-1.655,6.25E-15,3.13E-11,3.13E-20,6.25E-15,-1.655,1
-1.654,6.38E-15,3.19E-11,3.19E-20,6.38E-15,-1.654,1
-1.653,6.51E-15,3.25E-11,3.25E-20,6.51E-15,-1.653,1
-1.652,6.64E-15,3.32E-11,3.32E-20,6.64E-15,-1.652,1
-1.651,6.77E-15,3.38E-11,3.38E-20,6.77E-15,-1.651,1
-1.65,6.90E-15,3.45E-11,3.45E-20,6.90E-15,-1.65,1
-1.649,7.03E-15,3.51E-11,3.51E-20,7.03E-15,-1.649,1
-1.648,7.16E-15,3.58E-11,3.58E-20,7.16E-15,-1.648,1
-1.647,7.29E-15,3.64E-11,3.64E-20,7.29E-15,-1.647,1
-1.646,7.42E-15,3.71E-11,3.71E-20,7.42E-15,-1.646,1
-1.645,7.55E-15,3.77E-11,3.77E-20,7.55E-15,-1.645,1
-1.644,7.67E-15,3.84E-11,3.84E-20,7.67E-15,-1.644,1
-1.643,7.80E-15,3.90E-11,3.90E-20,7.80E-15,-1.643,1
-1.642,7.93E-15,3.97E-11,3.97E-20,7.93E-15,-1.642,1
-1.641,8.06E-15,4.03E-11,4.03E-20,8.06E-15,-1.641,1
-1.64,8.19E-15,4.10E-11,4.10E-20,8.19E-15,-1.64,1
-1.639,8.32E-15,4.16E-11,4.16E-20,8.32E-15,-1.639,1
-1.638,8.45E-15,4.23E-11,4.23E-20,8.45E-15,-1.638,1
-1.637,8.58E-15,4.29E-11,4.29E-20,8.58E-15,-1.637,1
-1.636,8.71E-15,4.35E-11,4.35E-20,8.71E-15,-1.636,1
-1.635,8.84E-15,4.42E-11,4.42E-20,8.84E-15,-1.635,1
-1.634,8.97E-15,4.48E-11,4.48E-20,8.97E-15,-1.634,1
-1.633,9.10E-15,4.55E-11,4.55E-20,9.10E-15,-1.633,1
-1.632,9.23E-15,4.61E-11,4.61E-20,9.23E-15,-1.632,1
-1.631,9.36E-15,4.68E-11,4.68E-20,9.36E-15,-1.631,1
-1.63,9.49E-15,4.74E-11,4.74E-20,9.49E-15,-1.63,1
-1.629,9.62E-15,4.81E-11,4.81E-20,9.62E-15,-1.629,1
-1.628,9.74E-15,4.87E-11,4.87E-20,9.74E-15,-1.628,1
-1.627,9.87E-15,4.94E-11,4.94E-20,9.87E-15,-1.627,1
-1.626,1.00E-14,5.00E-11,5.00E-20,1.00E-14,-1.626,1
-1.625,1.01E-14,5.07E-11,5.07E-20,1.01E-14,-1.625,1
-1.624,1.03E-14,5.13E-11,5.13E-20,1.03E-14,-1.624,1
-1.623,1.04E-14,5.20E-11,5.20E-20,1.04E-14,-1.623,1
-1.622,1.05E-14,5.26E-11,5.26E-20,1.05E-14,-1.622,1
-1.621,1.07E-14,5.33E-11,5.33E-20,1.07E-14,-1.621,1
-1.62,1.08E-14,5.39E-11,5.39E-20,1.08E-14,-1.62,1
-1.619,1.09E-14,5.45E-11,5.45E-20,1.09E-14,-1.619,1
-1.618,1.10E-14,5.52E-11,5.52E-20,1.10E-14,-1.618,1
-1.617,1.12E-14,5.58E-11,5.58E-20,1.12E-14,-1.617,1
-1.616,1.13E-14,5.65E-11,5.65E-20,1.13E-14,-1.616,1
-1.615,1.14E-14,5.71E-11,5.71E-20,1.14E-14,-1.615,1
-1.614,1.16E-14,5.78E-11,5.78E-20,1.16E-14,-1.614,1
-1.613,1.17E-14,5.84E-11,5.84E-20,1.17E-14,-1.613,1
-1.612,1.18E-14,5.91E-11,5.91E-20,1.18E-14,-1.612,1
-1.611,1.19E-14,5.97E-11,5.97E-20,1.19E-14,-1.611,1
-1.61,1.21E-14,6.04E-11,6.04E-20,1.21E-14,-1.61,1
-1.609,1.22E-14,6.10E-11,6.10E-20,1.22E-14,-1.609,1
-1.608,1.23E-14,6.17E-11,6.17E-20,1.23E-14,-1.608,1
-1.607,1.25E-14,6.23E-11,6.23E-20,1.25E-14,-1.607,1
-1.606,1.26E-14,6.30E-11,6.30E-20,1.26E-14,-1.606,1
-1.605,1.27E-14,6.36E-11,6.36E-20,1.27E-14,-1.605,1
-1.604,1.29E-14,6.43E-11,6.43E-20,1.29E-14,-1.604,1
-1.603,1.30E-14,6.49E-11,6.49E-20,1.30E-14,-1.603,1
-1.602,1.31E-14,6.55E-11,6.55E-20,1.31E-14,-1.602,1
-1.601,1.32E-14,6.62E-11,6.62E-20,1.32E-14,-1.601,1
-1.6,1.34E-14,6.68E-11,6.68E-20,1.34E-14,-1.6,1
-1.599,1.39E-14,6.97E-11,6.97E-20,1.39E-14,-1.599,1
-1.598,1.45E-14,7.26E-11,7.26E-20,1.45E-14,-1.598,1
-1.597,1.51E-14,7.54E-11,7.54E-20,1.51E-14,-1.597,1
-1.596,1.57E-14,7.83E-11,7.83E-20,1.57E-14,-1.596,1
-1.595,1.62E-14,8.12E-11,8.12E-20,1.62E-14,-1.595,1
-1.594,1.68E-14,8.41E-11,8.41E-20,1.68E-14,-1.594,1
-1.593,1.74E-14,8.69E-11,8.69E-20,1.74E-14,-1.593,1
-1.592,1.80E-14,8.98E-11,8.98E-20,1.80E-14,-1.592,1
-1.591,1.85E-14,9.27E-11,9.27E-20,1.85E-14,-1.591,1
-1.59,1.91E-14,9.55E-11,9.55E-20,1.91E-14,-1.59,1
-1.589,1.97E-14,9.84E-11,9.84E-20,1.97E-14,-1.589,1
-1.588,2.03E-14,1.01E-10,1.01E-19,2.03E-14,-1.588,1
-1.587,2.08E-14,1.04E-10,1.04E-19,2.08E-14,-1.587,1
-1.586,2.14E-14,1.07E-10,1.07E-19,2.14E-14,-1.586,1
-1.585,2.20E-14,1.10E-10,1.10E-19,2.20E-14,-1.585,1
-1.584,2.25E-14,1.13E-10,1.13E-19,2.25E-14,-1.584,1
-1.583,2.31E-14,1.16E-10,1.16E-19,2.31E-14,-1.583,1
-1.582,2.37E-14,1.18E-10,1.18E-19,2.37E-14,-1.582,1
-1.581,2.43E-14,1.21E-10,1.21E-19,2.43E-14,-1.581,1
-1.58,2.48E-14,1.24E-10,1.24E-19,2.48E-14,-1.58,1
-1.579,2.54E-14,1.27E-10,1.27E-19,2.54E-14,-1.579,1
-1.578,2.60E-14,1.30E-10,1.30E-19,2.60E-14,-1.578,1
-1.577,2.66E-14,1.33E-10,1.33E-19,2.66E-14,-1.577,1
-1.576,2.71E-14,1.36E-10,1.36E-19,2.71E-14,-1.576,1
-1.575,2.77E-14,1.39E-10,1.39E-19,2.77E-14,-1.575,1
-1.574,2.83E-14,1.41E-10,1.41E-19,2.83E-14,-1.574,1
-1.573,2.89E-14,1.44E-10,1.44E-19,2.89E-14,-1.573,1
-1.572,2.94E-14,1.47E-10,1.47E-19,2.94E-14,-1.572,1
-1.571,3.00E-14,1.50E-10,1.50E-19,3.00E-14,-1.571,1
-1.57,3.06E-14,1.53E-10,1.53E-19,3.06E-14,-1.57,1
-1.569,3.12E-14,1.56E-10,1.56E-19,3.12E-14,-1.569,1
-1.568,3.17E-14,1.59E-10,1.59E-19,3.17E-14,-1.568,1
-1.567,3.23E-14,1.61E-10,1.61E-19,3.23E-14,-1.567,1
-1.566,3.29E-14,1.64E-10,1.64E-19,3.29E-14,-1.566,1
-1.565,3.34E-14,1.67E-10,1.67E-19,3.34E-14,-1.565,1
-1.564,3.40E-14,1.70E-10,1.70E-19,3.40E-14,-1.564,1
-1.563,3.46E-14,1.73E-10,1.73E-19,3.46E-14,-1.563,1
-1.562,3.52E-14,1.76E-10,1.76E-19,3.52E-14,-1.562,1
-1.561,3.57E-14,1.79E-10,1.79E-19,3.57E-14,-1.561,1
-1.56,3.63E-14,1.82E-10,1.82E-19,3.63E-14,-1.56,1
-1.559,3.69E-14,1.84E-10,1.84E-19,3.69E-14,-1.559,1
-1.558,3.75E-14,1.87E-10,1.87E-19,3.75E-14,-1.558,1
-1.557,3.80E-14,1.90E-10,1.90E-19,3.80E-14,-1.557,1
-1.556,3.86E-14,1.93E-10,1.93E-19,3.86E-14,-1.556,1
-1.555,3.92E-14,1.96E-10,1.96E-19,3.92E-14,-1.555,1
-1.554,3.98E-14,1.99E-10,1.99E-19,3.98E-14,-1.554,1
-1.553,4.03E-14,2.02E-10,2.02E-19,4.03E-14,-1.553,1
-1.552,4.09E-14,2.05E-10,2.05E-19,4.09E-14,-1.552,1
-1.551,4.15E-14,2.07E-10,2.07E-19,4.15E-14,-1.551,1
-1.55,4.20E-14,2.10E-10,2.10E-19,4.20E-14,-1.55,1
-1.549,4.26E-14,2.13E-10,2.13E-19,4.26E-14,-1.549,1
-1.548,4.32E-14,2.16E-10,2.16E-19,4.32E-14,-1.548,1
-1.547,4.38E-14,2.19E-10,2.19E-19,4.38E-14,-1.547,1
-1.546,4.43E-14,2.22E-10,2.22E-19,4.43E-14,-1.546,1
-1.545,4.49E-14,2.25E-10,2.25E-19,4.49E-14,-1.545,1
-1.544,4.55E-14,2.27E-10,2.27E-19,4.55E-14,-1.544,1
-1.543,4.61E-14,2.30E-10,2.30E-19,4.61E-14,-1.543,1
-1.542,4.66E-14,2.33E-10,2.33E-19,4.66E-14,-1.542,1
-1.541,4.72E-14,2.36E-10,2.36E-19,4.72E-14,-1.541,1
-1.54,4.78E-14,2.39E-10,2.39E-19,4.78E-14,-1.54,1
-1.539,4.84E-14,2.42E-10,2.42E-19,4.84E-14,-1.539,1
-1.538,4.89E-14,2.45E-10,2.45E-19,4.89E-14,-1.538,1
-1.537,4.95E-14,2.48E-10,2.48E-19,4.95E-14,-1.537,1
-1.536,5.01E-14,2.50E-10,2.50E-19,5.01E-14,-1.536,1
-1.535,5.07E-14,2.53E-10,2.53E-19,5.07E-14,-1.535,1
-1.534,5.12E-14,2.56E-10,2.56E-19,5.12E-14,-1.534,1
-1.533,5.18E-14,2.59E-10,2.59E-19,5.18E-14,-1.533,1
-1.532,5.24E-14,2.62E-10,2.62E-19,5.24E-14,-1.532,1
-1.531,5.29E-14,2.65E-10,2.65E-19,5.29E-14,-1.531,1
-1.53,5.35E-14,2.68E-10,2.68E-19,5.35E-14,-1.53,1
-1.529,5.41E-14,2.70E-10,2.70E-19,5.41E-14,-1.529,1
-1.528,5.47E-14,2.73E-10,2.73E-19,5.47E-14,-1.528,1
-1.527,5.52E-14,2.76E-10,2.76E-19,5.52E-14,-1.527,1
-1.526,5.58E-14,2.79E-10,2.79E-19,5.58E-14,-1.526,1
-1.525,5.64E-14,2.82E-10,2.82E-19,5.64E-14,-1.525,1
-1.524,5.70E-14,2.85E-10,2.85E-19,5.70E-14,-1.524,1
-1.523,5.75E-14,2.88E-10,2.88E-19,5.75E-14,-1.523,1
-1.522,5.81E-14,2.91E-10,2.91E-19,5.81E-14,-1.522,1
-1.521,5.87E-14,2.93E-10,2.93E-19,5.87E-14,-1.521,1
-1.52,5.93E-14,2.96E-10,2.96E-19,5.93E-14,-1.52,1
-1.519,6.18E-14,3.09E-10,3.09E-19,6.18E-14,-1.519,1
-1.518,6.43E-14,3.22E-10,3.22E-19,6.43E-14,-1.518,1
-1.517,6.69E-14,3.34E-10,3.34E-19,6.69E-14,-1.517,1
-1.516,6.94E-14,3.47E-10,3.47E-19,6.94E-14,-1.516,1
-1.515,7.20E-14,3.60E-10,3.60E-19,7.20E-14,-1.515,1
-1.514,7.45E-14,3.73E-10,3.73E-19,7.45E-14,-1.514,1
-1.513,7.71E-14,3.85E-10,3.85E-19,7.71E-14,-1.513,1
-1.512,7.96E-14,3.98E-10,3.98E-19,7.96E-14,-1.512,1
-1.511,8.21E-14,4.11E-10,4.11E-19,8.21E-14,-1.511,1
-1.51,8.47E-14,4.23E-10,4.23E-19,8.47E-14,-1.51,1
-1.509,8.72E-14,4.36E-10,4.36E-19,8.72E-14,-1.509,1
-1.508,8.98E-14,4.49E-10,4.49E-19,8.98E-14,-1.508,1
-1.507,9.23E-14,4.62E-10,4.62E-19,9.23E-14,-1.507,1
-1.506,9.49E-14,4.74E-10,4.74E-19,9.49E-14,-1.506,1
-1.505,9.74E-14,4.87E-10,4.87E-19,9.74E-14,-1.505,1
-1.504,9.99E-14,5.00E-10,5.00E-19,9.99E-14,-1.504,1
-1.503,1.02E-13,5.12E-10,5.12E-19,1.02E-13,-1.503,1
-1.502,1.05E-13,5.25E-10,5.25E-19,1.05E-13,-1.502,1
-1.501,1.08E-13,5.38E-10,5.38E-19,1.08E-13,-1.501,1
-1.5,1.10E-13,5.51E-10,5.51E-19,1.10E-13,-1.5,1
-1.499,1.13E-13,5.63E-10,5.63E-19,1.13E-13,-1.499,1
-1.498,1.15E-13,5.76E-10,5.76E-19,1.15E-13,-1.498,1
-1.497,1.18E-13,5.89E-10,5.89E-19,1.18E-13,-1.497,1
-1.496,1.20E-13,6.01E-10,6.01E-19,1.20E-13,-1.496,1
-1.495,1.23E-13,6.14E-10,6.14E-19,1.23E-13,-1.495,1
-1.494,1.25E-13,6.27E-10,6.27E-19,1.25E-13,-1.494,1
-1.493,1.28E-13,6.40E-10,6.40E-19,1.28E-13,-1.493,1
-1.492,1.30E-13,6.52E-10,6.52E-19,1.30E-13,-1.492,1
-1.491,1.33E-13,6.65E-10,6.65E-19,1.33E-13,-1.491,1
-1.49,1.36E-13,6.78E-10,6.78E-19,1.36E-13,-1.49,1
-1.489,1.38E-13,6.90E-10,6.90E-19,1.38E-13,-1.489,1
-1.488,1.41E-13,7.03E-10,7.03E-19,1.41E-13,-1.488,1
-1.487,1.43E-13,7.16E-10,7.16E-19,1.43E-13,-1.487,1
-1.486,1.46E-13,7.29E-10,7.29E-19,1.46E-13,-1.486,1
-1.485,1.48E-13,7.41E-10,7.41E-19,1.48E-13,-1.485,1
-1.484,1.51E-13,7.54E-10,7.54E-19,1.51E-13,-1.484,1
-1.483,1.53E-13,7.67E-10,7.67E-19,1.53E-13,-1.483,1
-1.482,1.56E-13,7.79E-10,7.79E-19,1.56E-13,-1.482,1
-1.481,1.58E-13,7.92E-10,7.92E-19,1.58E-13,-1.481,1
-1.48,1.61E-13,8.05E-10,8.05E-19,1.61E-13,-1.48,1
-1.479,1.64E-13,8.18E-10,8.18E-19,1.64E-13,-1.479,1
-1.478,1.66E-13,8.30E-10,8.30E-19,1.66E-13,-1.478,1
-1.477,1.69E-13,8.43E-10,8.43E-19,1.69E-13,-1.477,1
-1.476,1.71E-13,8.56E-10,8.56E-19,1.71E-13,-1.476,1
-1.475,1.74E-13,8.68E-10,8.68E-19,1.74E-13,-1.475,1
-1.474,1.76E-13,8.81E-10,8.81E-19,1.76E-13,-1.474,1
-1.473,1.79E-13,8.94E-10,8.94E-19,1.79E-13,-1.473,1
-1.472,1.81E-13,9.07E-10,9.07E-19,1.81E-13,-1.472,1
-1.471,1.84E-13,9.19E-10,9.19E-19,1.84E-13,-1.471,1
-1.47,1.86E-13,9.32E-10,9.32E-19,1.86E-13,-1.47,1
-1.469,1.89E-13,9.45E-10,9.45E-19,1.89E-13,-1.469,1
-1.468,1.91E-13,9.57E-10,9.57E-19,1.91E-13,-1.468,1
-1.467,1.94E-13,9.70E-10,9.70E-19,1.94E-13,-1.467,1
-1.466,1.97E-13,9.83E-10,9.83E-19,1.97E-13,-1.466,1
-1.465,1.99E-13,9.96E-10,9.96E-19,1.99E-13,-1.465,1
-1.464,2.02E-13,1.01E-09,1.01E-18,2.02E-13,-1.464,1
-1.463,2.04E-13,1.02E-09,1.02E-18,2.04E-13,-1.463,1
-1.462,2.07E-13,1.03E-09,1.03E-18,2.07E-13,-1.462,1
-1.461,2.09E-13,1.05E-09,1.05E-18,2.09E-13,-1.461,1
-1.46,2.12E-13,1.06E-09,1.06E-18,2.12E-13,-1.46,1
-1.459,2.14E-13,1.07E-09,1.07E-18,2.14E-13,-1.459,1
-1.458,2.17E-13,1.08E-09,1.08E-18,2.17E-13,-1.458,1
-1.457,2.19E-13,1.10E-09,1.10E-18,2.19E-13,-1.457,1
-1.456,2.22E-13,1.11E-09,1.11E-18,2.22E-13,-1.456,1
-1.455,2.25E-13,1.12E-09,1.12E-18,2.25E-13,-1.455,1
-1.454,2.27E-13,1.14E-09,1.14E-18,2.27E-13,-1.454,1
-1.453,2.30E-13,1.15E-09,1.15E-18,2.30E-13,-1.453,1
-1.452,2.32E-13,1.16E-09,1.16E-18,2.32E-13,-1.452,1
-1.451,2.35E-13,1.17E-09,1.17E-18,2.35E-13,-1.451,1
-1.45,2.37E-13,1.19E-09,1.19E-18,2.37E-13,-1.45,1
-1.449,2.40E-13,1.20E-09,1.20E-18,2.40E-13,-1.449,1
-1.448,2.42E-13,1.21E-09,1.21E-18,2.42E-13,-1.448,1
-1.447,2.45E-13,1.22E-09,1.22E-18,2.45E-13,-1.447,1
-1.446,2.47E-13,1.24E-09,1.24E-18,2.47E-13,-1.446,1
-1.445,2.50E-13,1.25E-09,1.25E-18,2.50E-13,-1.445,1
-1.444,2.53E-13,1.26E-09,1.26E-18,2.53E-13,-1.444,1
-1.443,2.55E-13,1.28E-09,1.28E-18,2.55E-13,-1.443,1
-1.442,2.58E-13,1.29E-09,1.29E-18,2.58E-13,-1.442,1
-1.441,2.60E-13,1.30E-09,1.30E-18,2.60E-13,-1.441,1
-1.44,2.63E-13,1.31E-09,1.31E-18,2.63E-13,-1.44,1
-1.439,2.74E-13,1.37E-09,1.37E-18,2.74E-13,-1.439,1
-1.438,2.85E-13,1.43E-09,1.43E-18,2.85E-13,-1.438,1
-1.437,2.96E-13,1.48E-09,1.48E-18,2.96E-13,-1.437,1
-1.436,3.08E-13,1.54E-09,1.54E-18,3.08E-13,-1.436,1
-1.435,3.19E-13,1.60E-09,1.60E-18,3.19E-13,-1.435,1
-1.434,3.30E-13,1.65E-09,1.65E-18,3.30E-13,-1.434,1
-1.433,3.42E-13,1.71E-09,1.71E-18,3.42E-13,-1.433,1
-1.432,3.53E-13,1.76E-09,1.76E-18,3.53E-13,-1.432,1
-1.431,3.64E-13,1.82E-09,1.82E-18,3.64E-13,-1.431,1
-1.43,3.75E-13,1.88E-09,1.88E-18,3.75E-13,-1.43,1
-1.429,3.87E-13,1.93E-09,1.93E-18,3.87E-13,-1.429,1
-1.428,3.98E-13,1.99E-09,1.99E-18,3.98E-13,-1.428,1
-1.427,4.09E-13,2.05E-09,2.05E-18,4.09E-13,-1.427,1
-1.426,4.20E-13,2.10E-09,2.10E-18,4.20E-13,-1.426,1
-1.425,4.32E-13,2.16E-09,2.16E-18,4.32E-13,-1.425,1
-1.424,4.43E-13,2.22E-09,2.22E-18,4.43E-13,-1.424,1
-1.423,4.54E-13,2.27E-09,2.27E-18,4.54E-13,-1.423,1
-1.422,4.66E-13,2.33E-09,2.33E-18,4.66E-13,-1.422,1
-1.421,4.77E-13,2.38E-09,2.38E-18,4.77E-13,-1.421,1
-1.42,4.88E-13,2.44E-09,2.44E-18,4.88E-13,-1.42,1
-1.419,4.99E-13,2.50E-09,2.50E-18,4.99E-13,-1.419,1
-1.418,5.11E-13,2.55E-09,2.55E-18,5.11E-13,-1.418,1
-1.417,5.22E-13,2.61E-09,2.61E-18,5.22E-13,-1.417,1
-1.416,5.33E-13,2.67E-09,2.67E-18,5.33E-13,-1.416,1
-1.415,5.44E-13,2.72E-09,2.72E-18,5.44E-13,-1.415,1
-1.414,5.56E-13,2.78E-09,2.78E-18,5.56E-13,-1.414,1
-1.413,5.67E-13,2.84E-09,2.84E-18,5.67E-13,-1.413,1
-1.412,5.78E-13,2.89E-09,2.89E-18,5.78E-13,-1.412,1
-1.411,5.90E-13,2.95E-09,2.95E-18,5.90E-13,-1.411,1
-1.41,6.01E-13,3.00E-09,3.00E-18,6.01E-13,-1.41,1
-1.409,6.12E-13,3.06E-09,3.06E-18,6.12E-13,-1.409,1
-1.408,6.23E-13,3.12E-09,3.12E-18,6.23E-13,-1.408,1
-1.407,6.35E-13,3.17E-09,3.17E-18,6.35E-13,-1.407,1
-1.406,6.46E-13,3.23E-09,3.23E-18,6.46E-13,-1.406,1
-1.405,6.57E-13,3.29E-09,3.29E-18,6.57E-13,-1.405,1
-1.404,6.68E-13,3.34E-09,3.34E-18,6.68E-13,-1.404,1
-1.403,6.80E-13,3.40E-09,3.40E-18,6.80E-13,-1.403,1
-1.402,6.91E-13,3.45E-09,3.45E-18,6.91E-13,-1.402,1
-1.401,7.02E-13,3.51E-09,3.51E-18,7.02E-13,-1.401,1
-1.4,7.14E-13,3.57E-09,3.57E-18,7.14E-13,-1.4,1
-1.399,7.25E-13,3.62E-09,3.62E-18,7.25E-13,-1.399,1
-1.398,7.36E-13,3.68E-09,3.68E-18,7.36E-13,-1.398,1
-1.397,7.47E-13,3.74E-09,3.74E-18,7.47E-13,-1.397,1
-1.396,7.59E-13,3.79E-09,3.79E-18,7.59E-13,-1.396,1
-1.395,7.70E-13,3.85E-09,3.85E-18,7.70E-13,-1.395,1
-1.394,7.81E-13,3.91E-09,3.91E-18,7.81E-13,-1.394,1
-1.393,7.92E-13,3.96E-09,3.96E-18,7.92E-13,-1.393,1
-1.392,8.04E-13,4.02E-09,4.02E-18,8.04E-13,-1.392,1
-1.391,8.15E-13,4.07E-09,4.07E-18,8.15E-13,-1.391,1
-1.39,8.26E-13,4.13E-09,4.13E-18,8.26E-13,-1.39,1
-1.389,8.38E-13,4.19E-09,4.19E-18,8.38E-13,-1.389,1
-1.388,8.49E-13,4.24E-09,4.24E-18,8.49E-13,-1.388,1
-1.387,8.60E-13,4.30E-09,4.30E-18,8.60E-13,-1.387,1
-1.386,8.71E-13,4.36E-09,4.36E-18,8.71E-13,-1.386,1
-1.385,8.83E-13,4.41E-09,4.41E-18,8.83E-13,-1.385,1
-1.384,8.94E-13,4.47E-09,4.47E-18,8.94E-13,-1.384,1
-1.383,9.05E-13,4.53E-09,4.53E-18,9.05E-13,-1.383,1
-1.382,9.16E-13,4.58E-09,4.58E-18,9.16E-13,-1.382,1
-1.381,9.28E-13,4.64E-09,4.64E-18,9.28E-13,-1.381,1
-1.38,9.39E-13,4.69E-09,4.69E-18,9.39E-13,-1.38,1
-1.379,9.50E-13,4.75E-09,4.75E-18,9.50E-13,-1.379,1
-1.378,9.62E-13,4.81E-09,4.81E-18,9.62E-13,-1.378,1
-1.377,9.73E-13,4.86E-09,4.86E-18,9.73E-13,-1.377,1
-1.376,9.84E-13,4.92E-09,4.92E-18,9.84E-13,-1.376,1
-1.375,9.95E-13,4.98E-09,4.98E-18,9.95E-13,-1.375,1
-1.374,1.01E-12,5.03E-09,5.03E-18,1.01E-12,-1.374,1
-1.373,1.02E-12,5.09E-09,5.09E-18,1.02E-12,-1.373,1
-1.372,1.03E-12,5.15E-09,5.15E-18,1.03E-12,-1.372,1
-1.371,1.04E-12,5.20E-09,5.20E-18,1.04E-12,-1.371,1
-1.37,1.05E-12,5.26E-09,5.26E-18,1.05E-12,-1.37,1
-1.369,1.06E-12,5.31E-09,5.31E-18,1.06E-12,-1.369,1
-1.368,1.07E-12,5.37E-09,5.37E-18,1.07E-12,-1.368,1
-1.367,1.09E-12,5.43E-09,5.43E-18,1.09E-12,-1.367,1
-1.366,1.10E-12,5.48E-09,5.48E-18,1.10E-12,-1.366,1
-1.365,1.11E-12,5.54E-09,5.54E-18,1.11E-12,-1.365,1
-1.364,1.12E-12,5.60E-09,5.60E-18,1.12E-12,-1.364,1
-1.363,1.13E-12,5.65E-09,5.65E-18,1.13E-12,-1.363,1
-1.362,1.14E-12,5.71E-09,5.71E-18,1.14E-12,-1.362,1
-1.361,1.15E-12,5.77E-09,5.77E-18,1.15E-12,-1.361,1
-1.36,1.16E-12,5.82E-09,5.82E-18,1.16E-12,-1.36,1
-1.359,1.21E-12,6.07E-09,6.07E-18,1.21E-12,-1.359,1
-1.358,1.26E-12,6.32E-09,6.32E-18,1.26E-12,-1.358,1
-1.357,1.31E-12,6.57E-09,6.57E-18,1.31E-12,-1.357,1
-1.356,1.36E-12,6.82E-09,6.82E-18,1.36E-12,-1.356,1
-1.355,1.41E-12,7.07E-09,7.07E-18,1.41E-12,-1.355,1
-1.354,1.46E-12,7.32E-09,7.32E-18,1.46E-12,-1.354,1
-1.353,1.51E-12,7.57E-09,7.57E-18,1.51E-12,-1.353,1
-1.352,1.56E-12,7.82E-09,7.82E-18,1.56E-12,-1.352,1
-1.351,1.61E-12,8.07E-09,8.07E-18,1.61E-12,-1.351,1
-1.35,1.66E-12,8.32E-09,8.32E-18,1.66E-12,-1.35,1
-1.349,1.71E-12,8.57E-09,8.57E-18,1.71E-12,-1.349,1
-1.348,1.76E-12,8.82E-09,8.82E-18,1.76E-12,-1.348,1
-1.347,1.81E-12,9.07E-09,9.07E-18,1.81E-12,-1.347,1
-1.346,1.86E-12,9.32E-09,9.32E-18,1.86E-12,-1.346,1
-1.345,1.91E-12,9.57E-09,9.57E-18,1.91E-12,-1.345,1
-1.344,1.96E-12,9.82E-09,9.82E-18,1.96E-12,-1.344,1
-1.343,2.01E-12,1.01E-08,1.01E-17,2.01E-12,-1.343,1
-1.342,2.06E-12,1.03E-08,1.03E-17,2.06E-12,-1.342,1
-1.341,2.11E-12,1.06E-08,1.06E-17,2.11E-12,-1.341,1
-1.34,2.16E-12,1.08E-08,1.08E-17,2.16E-12,-1.34,1
-1.339,2.21E-12,1.11E-08,1.11E-17,2.21E-12,-1.339,1
-1.338,2.26E-12,1.13E-08,1.13E-17,2.26E-12,-1.338,1
-1.337,2.31E-12,1.16E-08,1.16E-17,2.31E-12,-1.337,1
-1.336,2.36E-12,1.18E-08,1.18E-17,2.36E-12,-1.336,1
-1.335,2.41E-12,1.21E-08,1.21E-17,2.41E-12,-1.335,1
-1.334,2.46E-12,1.23E-08,1.23E-17,2.46E-12,-1.334,1
-1.333,2.51E-12,1.26E-08,1.26E-17,2.51E-12,-1.333,1
-1.332,2.56E-12,1.28E-08,1.28E-17,2.56E-12,-1.332,1
-1.331,2.61E-12,1.31E-08,1.31E-17,2.61E-12,-1.331,1
-1.33,2.66E-12,1.33E-08,1.33E-17,2.66E-12,-1.33,1
-1.329,2.71E-12,1.36E-08,1.36E-17,2.71E-12,-1.329,1
-1.328,2.76E-12,1.38E-08,1.38E-17,2.76E-12,-1.328,1
-1.327,2.81E-12,1.41E-08,1.41E-17,2.81E-12,-1.327,1
-1.326,2.86E-12,1.43E-08,1.43E-17,2.86E-12,-1.326,1
-1.325,2.91E-12,1.46E-08,1.46E-17,2.91E-12,-1.325,1
-1.324,2.96E-12,1.48E-08,1.48E-17,2.96E-12,-1.324,1
-1.323,3.01E-12,1.51E-08,1.51E-17,3.01E-12,-1.323,1
-1.322,3.06E-12,1.53E-08,1.53E-17,3.06E-12,-1.322,1
-1.321,3.11E-12,1.56E-08,1.56E-17,3.11E-12,-1.321,1
-1.32,3.16E-12,1.58E-08,1.58E-17,3.16E-12,-1.32,1
-1.319,3.21E-12,1.61E-08,1.61E-17,3.21E-12,-1.319,1
-1.318,3.26E-12,1.63E-08,1.63E-17,3.26E-12,-1.318,1
-1.317,3.31E-12,1.66E-08,1.66E-17,3.31E-12,-1.317,1
-1.316,3.36E-12,1.68E-08,1.68E-17,3.36E-12,-1.316,1
-1.315,3.41E-12,1.71E-08,1.71E-17,3.41E-12,-1.315,1
-1.314,3.46E-12,1.73E-08,1.73E-17,3.46E-12,-1.314,1
-1.313,3.51E-12,1.76E-08,1.76E-17,3.51E-12,-1.313,1
-1.312,3.56E-12,1.78E-08,1.78E-17,3.56E-12,-1.312,1
-1.311,3.61E-12,1.81E-08,1.81E-17,3.61E-12,-1.311,1
-1.31,3.66E-12,1.83E-08,1.83E-17,3.66E-12,-1.31,1
-1.309,3.71E-12,1.86E-08,1.86E-17,3.71E-12,-1.309,1
-1.308,3.76E-12,1.88E-08,1.88E-17,3.76E-12,-1.308,1
-1.307,3.81E-12,1.91E-08,1.91E-17,3.81E-12,-1.307,1
