X,R1_short,R1_open,R1_redundant_short,R1_redundant_open,R2_short,R2_open,R2_redundant_short,R2_redundant_open,R3_short,R3_open,R3_redundant_short,R3_redundant_open,M1_open_D,M1_G-S_short,M1_G-D_short,M1_D-S_short,M2_open_D,M2_G-S_short,M2_G-D_short,M2_D-S_short,M1_redundant_open,M1_redundant_G-S_short,M1_redundant_G-D_short,M1_redundant_D-S_short,M2_redundant_open,M2_redundant_G-S,M2_redundant_G-D,M2_redundant_D-S,M1_switch_G-D,M1_switch_D-S,M1_switch_open&M1 is faulty,M2_switch_G-D,M2_switch_D-S,M2_switch_open&M2 is faulty,M_R1_switch_G-D,M_R1_switch_D-S,M_R1_switch_open&M_R1 is faulty,M_R2_switch_G-D,M_R2_witch_D-S,M_R2_switch_open&M_R2_ is faulty,M_R3_switch_G-D,M_R3_witch_D-S
-2.0,0.5166521391692691,0.05130665180123425,0.5166521391692691,0.05130664908904288,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131479839,0.5342183120729055,0.5853668737993235,0.5285351380853078,0.9403068928519241,1.0337781285305456,0.5340116510715947,0.05721331941390045,0.05305107772599976,0.7016136051672892,0.7956442946514047,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131479839,0.5342183120729055,0.5853668737993235,0.5285351380853078,0.9403068928519241,1.0337781285305456,0.5340116510715947,0.05721331941390045,0.05305107772599976,0.7016136051672892,0.7956442946514047,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131479839
-1.999,0.5166521391694541,0.05130665180126163,0.5166521391694541,0.051306649089381824,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.52233531314817,0.5342183120730946,0.5853668737995305,0.528535138085501,0.9403068928522654,1.0337781285305456,0.534011651071785,0.05721331941390045,0.05305107772602828,0.7016136051675376,0.7956442946516848,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.52233531314817,0.5342183120730946,0.5853668737995305,0.528535138085501,0.9403068928522654,1.0337781285305456,0.534011651071785,0.05721331941390045,0.05305107772602828,0.7016136051675376,0.7956442946516848,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.52233531314817
-1.998,0.5166521391696396,0.05130665180128913,0.5166521391696396,0.051306649089721726,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131483567,0.5342183120732843,0.585366873799738,0.5285351380856949,0.9403068928526076,1.0337781285305456,0.534011651071976,0.05721331941390045,0.05305107772605692,0.7016136051677866,0.7956442946519656,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131483567,0.5342183120732843,0.585366873799738,0.5285351380856949,0.9403068928526076,1.0337781285305456,0.534011651071976,0.05721331941390045,0.05305107772605692,0.7016136051677866,0.7956442946519656,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131483567
-1.997,0.5166521391698256,0.05130665180131673,0.5166521391698256,0.051306649090062585,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.522335313148544,0.5342183120734745,0.5853668737999461,0.5285351380858893,0.9403068928529509,1.0337781285305456,0.5340116510721674,0.05721331941390045,0.05305107772608568,0.7016136051680364,0.7956442946522473,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.522335313148544,0.5342183120734745,0.5853668737999461,0.5285351380858893,0.9403068928529509,1.0337781285305456,0.5340116510721674,0.05721331941390045,0.05305107772608568,0.7016136051680364,0.7956442946522473,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.522335313148544
-1.996,0.5166521391700122,0.05130665180134445,0.5166521391700122,0.0513066490904044,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131487317,0.5342183120736652,0.5853668738001548,0.5285351380860842,0.940306892853295,1.0337781285305456,0.5340116510723595,0.05721331941390045,0.05305107772611455,0.701613605168287,0.7956442946525297,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131487317,0.5342183120736652,0.5853668738001548,0.5285351380860842,0.940306892853295,1.0337781285305456,0.5340116510723595,0.05721331941390045,0.05305107772611455,0.701613605168287,0.7956442946525297,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131487317
-1.995,0.5166521391701993,0.05130665180137229,0.5166521391701993,0.051306649090747176,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.52233531314892,0.5342183120738564,0.5853668738003641,0.5285351380862797,0.9403068928536403,1.0337781285305456,0.5340116510725521,0.05721331941390045,0.05305107772614354,0.7016136051685381,0.7956442946528131,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.52233531314892,0.5342183120738564,0.5853668738003641,0.5285351380862797,0.9403068928536403,1.0337781285305456,0.5340116510725521,0.05721331941390045,0.05305107772614354,0.7016136051685381,0.7956442946528131,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.52233531314892
-1.994,0.5166521391703869,0.05130665180140024,0.5166521391703869,0.05130664909109091,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131491089,0.5342183120740482,0.5853668738005741,0.5285351380864758,0.9403068928539865,1.0337781285305456,0.5340116510727452,0.05721331941390045,0.05305107772617266,0.7016136051687901,0.7956442946530972,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131491089,0.5342183120740482,0.5853668738005741,0.5285351380864758,0.9403068928539865,1.0337781285305456,0.5340116510727452,0.05721331941390045,0.05305107772617266,0.7016136051687901,0.7956442946530972,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131491089
-1.993,0.5166521391705751,0.0513066518014283,0.5166521391705751,0.05130664909143561,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131492983,0.5342183120742406,0.5853668738007846,0.5285351380866724,0.9403068928543337,1.0337781285305456,0.5340116510729389,0.05721331941390045,0.05305107772620189,0.7016136051690428,0.795644294653382,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131492983,0.5342183120742406,0.5853668738007846,0.5285351380866724,0.9403068928543337,1.0337781285305456,0.5340116510729389,0.05721331941390045,0.05305107772620189,0.7016136051690428,0.795644294653382,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131492983
-1.992,0.5166521391707638,0.05130665180145648,0.5166521391707638,0.05130664909178128,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131494882,0.5342183120744336,0.5853668738009957,0.5285351380868697,0.9403068928546819,1.0337781285305456,0.5340116510731332,0.05721331941390045,0.053051077726231244,0.7016136051692963,0.7956442946536678,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131494882,0.5342183120744336,0.5853668738009957,0.5285351380868697,0.9403068928546819,1.0337781285305456,0.5340116510731332,0.05721331941390045,0.053051077726231244,0.7016136051692963,0.7956442946536678,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131494882
-1.991,0.5166521391709531,0.051306651801484776,0.5166521391709531,0.051306649092127926,0.3826855811678372,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131496787,0.5342183120746271,0.5853668738012074,0.5285351380870674,0.9403068928550311,1.0337781285305456,0.534011651073328,0.05721331941390045,0.05305107772626072,0.7016136051695504,0.7956442946539545,0.09637093526121206,0.9555839110209472,0.09714633523122565,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131496787,0.5342183120746271,0.5853668738012074,0.5285351380870674,0.9403068928550311,1.0337781285305456,0.534011651073328,0.05721331941390045,0.05305107772626072,0.7016136051695504,0.7956442946539545,0.09637093526121206,0.9555839110209472,0.026321854723409824,0.9997854243313968,0.05538559536136726,0.5223353131496787
