X,R1_short,R1_open,R1_redundant_short,R1_redundant_open,R2_short,R2_open,R2_redundant_short,R2_redundant_open,M1_open_D,M1_G-S_short,M1_G-D_short,M1_D-S_short,M2_open_D,M2_G-S_short,M2_G-D_short,M2_D-S_short,M1_redundant_open,M1_redundant_G-S_short,M1_redundant_G-D_short,M1_redundant_D-S_short,M2_redundant_open,M2_redundant_G-S,M2_redundant_G-D,M2_redundant_D-S,M1_switch_G-D,M1_switch_D-S,M1_switch_open&M1 is faulty,M2_switch_G-D,M2_switch_D-S,M2_switch_open&M2 is faulty,M_R1_switch_G-D,M_R1_switch_D-S,M_R1_switch_open&M_R1 is faulty,M_R2_switch_G-D,M_R2_witch_D-S,M_R2_switch_open&M_R2_ is faulty
-1.99,-0.9121830958294194,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287322719,-0.9112189808341554,-0.8658848766510652,-0.9431971209611223,-0.13787654439248048,-0.8275106919381864,-0.9957346022602898,-1.0141866880439079,-1.1602856041698935,-0.14449460391932523,-1.0607154839605433,-0.9531350498092837,-0.18503030756786298,-1.5562750754910133,-1.342311258175339,-1.6411629942346908,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287322719,-0.9112189808341554,-0.8658848766510652,-0.9431971209611223,-0.13787654439248048,-0.8275106919381864,-0.9957346022602898,-1.0141866880439079,-1.1602856041698935,-1.6411629942346908,-1.4820613929999997,-1.6411629942346908
-1.989,-0.912181869986809,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287322612,-0.9112189808341554,-0.8658846109710154,-0.94319585347782,-0.13787654439248048,-0.8275106919381864,-0.9957346022602787,-1.0141866880439079,-1.160285248167583,-0.14449460391932523,-1.0607154839605313,-0.9531350498092837,-0.18503030756786298,-1.5562729841995129,-1.342310817713005,-1.6411607888120485,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287322612,-0.9112189808341554,-0.8658846109710154,-0.94319585347782,-0.13787654439248048,-0.8275106919381864,-0.9957346022602787,-1.0141866880439079,-1.160285248167583,-1.6411607888120485,-1.4820613929999997,-1.6411607888120485
-1.988,-0.9121806420412829,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287322503,-0.9112189808341554,-0.8658843445224569,-0.9431945838201564,-0.13787654439248048,-0.8275106919381864,-0.9957346022602673,-1.0141866880439079,-1.160284891135493,-0.14449460391932523,-1.0607154839605193,-0.9531350498092837,-0.18503030756786298,-1.556270889320388,-1.3423103759899153,-1.6411585796060155,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287322503,-0.9112189808341554,-0.8658843445224569,-0.9431945838201564,-0.13787654439248048,-0.8275106919381864,-0.9957346022602673,-1.0141866880439079,-1.160284891135493,-1.6411585796060155,-1.4820613929999997,-1.6411585796060155
-1.987,-0.9121794119892543,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287322392,-0.9112189808341554,-0.8658840773031676,-0.9431933119844226,-0.13787654439248048,-0.8275106919381864,-0.9957346022602558,-1.0141866880439079,-1.1602845330706464,-0.14449460391932523,-1.060715483960507,-0.9531350498092837,-0.18503030756786298,-1.5562687908475192,-1.3423099330024635,-1.6411563666101383,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287322392,-0.9112189808341554,-0.8658840773031676,-0.9431933119844226,-0.13787654439248048,-0.8275106919381864,-0.9957346022602558,-1.0141866880439079,-1.1602845330706464,-1.6411563666101383,-1.4820613929999997,-1.6411563666101383
-1.986,-0.91217817982713,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287322281,-0.9112189808341554,-0.8658838093109195,-0.9431920379669035,-0.13787654439248048,-0.8275106919381864,-0.9957346022602442,-1.0141866880439079,-1.1602841739700571,-0.14449460391932523,-1.0607154839604946,-0.9531350498092837,-0.18503030756786298,-1.5562666887747767,-1.3423094887470324,-1.6411541498179525,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287322281,-0.9112189808341554,-0.8658838093109195,-0.9431920379669035,-0.13787654439248048,-0.8275106919381864,-0.9957346022602442,-1.0141866880439079,-1.1602841739700571,-1.6411541498179525,-1.4820613929999997,-1.6411541498179525
-1.985,-0.9121769455513111,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287322169,-0.9112189808341554,-0.8658835405434776,-0.9431907617638778,-0.13787654439248048,-0.8275106919381864,-0.9957346022602325,-1.0141866880439079,-1.1602838138307308,-0.14449460391932523,-1.0607154839604822,-0.9531350498092837,-0.18503030756786298,-1.5562645830960202,-1.3423090432199944,-1.641151929222983,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287322169,-0.9112189808341554,-0.8658835405434776,-0.9431907617638778,-0.13787654439248048,-0.8275106919381864,-0.9957346022602325,-1.0141866880439079,-1.1602838138307308,-1.641151929222983,-1.4820613929999997,-1.641151929222983
-1.984,-0.9121757091581925,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287322056,-0.9112189808341554,-0.8658832709986009,-0.9431894833716179,-0.13787654439248048,-0.8275106919381864,-0.9957346022602207,-1.0141866880439079,-1.1602834526496644,-0.14449460391932523,-1.0607154839604696,-0.9531350498092837,-0.18503030756786298,-1.5562624738050994,-1.3423085964177122,-1.6411497048187438,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287322056,-0.9112189808341554,-0.8658832709986009,-0.9431894833716179,-0.13787654439248048,-0.8275106919381864,-0.9957346022602207,-1.0141866880439079,-1.1602834526496644,-1.6411497048187438,-1.4820613929999997,-1.6411497048187438
-1.983,-0.9121744706441628,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.955599428732194,-0.9112189808341554,-0.8658830006740417,-0.9431882027863897,-0.13787654439248048,-0.8275106919381864,-0.9957346022602086,-1.0141866880439079,-1.160283090423846,-0.14449460391932523,-1.0607154839604567,-0.9531350498092837,-0.18503030756786298,-1.5562603608958532,-1.3423081483365373,-1.641147476598738,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.955599428732194,-0.9112189808341554,-0.8658830006740417,-0.9431882027863897,-0.13787654439248048,-0.8275106919381864,-0.9957346022602086,-1.0141866880439079,-1.160283090423846,-1.641147476598738,-1.4820613929999997,-1.641147476598738
-1.982,-0.9121732300056047,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287321824,-0.9112189808341554,-0.8658827295675459,-0.9431869200044531,-0.13787654439248048,-0.8275106919381864,-0.9957346022601965,-1.0141866880439079,-1.1602827271502552,-0.14449460391932523,-1.0607154839604438,-0.9531350498092837,-0.18503030756786298,-1.5562582443621105,-1.3423076989728113,-1.6411452445564572,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287321824,-0.9112189808341554,-0.8658827295675459,-0.9431869200044531,-0.13787654439248048,-0.8275106919381864,-0.9957346022601965,-1.0141866880439079,-1.1602827271502552,-1.6411452445564572,-1.4820613929999997,-1.6411452445564572
-1.981,-0.912171987238895,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287321706,-0.9112189808341554,-0.8658824576768528,-0.9431856350220615,-0.13787654439248048,-0.8275106919381864,-0.9957346022601842,-1.0141866880439079,-1.160282362825863,-0.14449460391932523,-1.0607154839604307,-0.9531350498092837,-0.18503030756786298,-1.5562561241976893,-1.3423072483228653,-1.6411430086853827,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287321706,-0.9112189808341554,-0.8658824576768528,-0.9431856350220615,-0.13787654439248048,-0.8275106919381864,-0.9957346022601842,-1.0141866880439079,-1.160282362825863,-1.6411430086853827,-1.4820613929999997,-1.6411430086853827
-1.98,-0.9121707423404041,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287321586,-0.9112189808341554,-0.8658821849996953,-0.9431843478354622,-0.13787654439248048,-0.8275106919381864,-0.9957346022601719,-1.0141866880439079,-1.160281997447631,-0.14449460391932523,-1.0607154839604176,-0.9531350498092837,-0.18503030756786298,-1.556254000396398,-1.3423067963830193,-1.6411407689789843,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287321586,-0.9112189808341554,-0.8658821849996953,-0.9431843478354622,-0.13787654439248048,-0.8275106919381864,-0.9957346022601719,-1.0141866880439079,-1.160281997447631,-1.6411407689789843,-1.4820613929999997,-1.6411407689789843
-1.979,-0.9121694953064963,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287321466,-0.9112189808341554,-0.8658819115337997,-0.9431830584408959,-0.13787654439248048,-0.8275106919381864,-0.9957346022601593,-1.0141866880439079,-1.1602816310125128,-0.14449460391932523,-1.060715483960404,-0.9531350498092837,-0.18503030756786298,-1.5562518729520336,-1.3423063431495836,-1.6411385254307216,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287321466,-0.9112189808341554,-0.8658819115337997,-0.9431830584408959,-0.13787654439248048,-0.8275106919381864,-0.9957346022601593,-1.0141866880439079,-1.1602816310125128,-1.6411385254307216,-1.4820613929999997,-1.6411385254307216
-1.978,-0.9121682461335299,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287321344,-0.9112189808341554,-0.8658816372768855,-0.9431817668345972,-0.13787654439248048,-0.8275106919381864,-0.9957346022601465,-1.0141866880439079,-1.1602812635174526,-0.14449460391932523,-1.0607154839603907,-0.9531350498092837,-0.18503030756786298,-1.5562497418583834,-1.342305888618858,-1.6411362780340424,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287321344,-0.9112189808341554,-0.8658816372768855,-0.9431817668345972,-0.13787654439248048,-0.8275106919381864,-0.9957346022601465,-1.0141866880439079,-1.1602812635174526,-1.6411362780340424,-1.4820613929999997,-1.6411362780340424
-1.977,-0.9121669948178571,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287321221,-0.9112189808341554,-0.8658813622266661,-0.9431804730127942,-0.13787654439248048,-0.8275106919381864,-0.9957346022601337,-1.0141866880439079,-1.1602808949593866,-0.14449460391932523,-1.060715483960377,-0.9531350498092837,-0.18503030756786298,-1.5562476071092237,-1.3423054327871307,-1.6411340267823833,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287321221,-0.9112189808341554,-0.8658813622266661,-0.9431804730127942,-0.13787654439248048,-0.8275106919381864,-0.9957346022601337,-1.0141866880439079,-1.1602808949593866,-1.6411340267823833,-1.4820613929999997,-1.6411340267823833
-1.976,-0.9121657413558237,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287321096,-0.9112189808341554,-0.8658810863808479,-0.9431791769717088,-0.13787654439248048,-0.8275106919381864,-0.9957346022601207,-1.0141866880439079,-1.1602805253352408,-0.14449460391932523,-1.060715483960363,-0.9531350498092837,-0.18503030756786298,-1.5562454686983207,-1.3423049756506802,-1.641131771669171,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287321096,-0.9112189808341554,-0.8658810863808479,-0.9431791769717088,-0.13787654439248048,-0.8275106919381864,-0.9957346022601207,-1.0141866880439079,-1.1602805253352408,-1.641131771669171,-1.4820613929999997,-1.641131771669171
-1.975,-0.9121644857437697,-0.910357121,-0.12310407541151591,1.0000000000000009,-0.764091124611316,-0.9555994287320969,-0.9112189808341554,-0.8658808097371309,-0.9431778787075562,-0.13787654439248048,-0.8275106919381864,-0.9957346022601075,-1.0141866880439079,-1.160280154641934,-0.14449460391932523,-1.060715483960349,-0.9531350498092837,-0.18503030756786298,-1.55624332661943,-1.3423045172057742,-1.6411295126878194,-1.4820613929999997,-1.8458198262869505,-1.565814248,-0.9555994287320969,-0.9112189808341554,-0.8658808097371309,-0.9431778787075562,-0.13787654439248048,-0.8275106919381864,-0.9957346022601075,-1.0141866880439079,-1.160280154641934,-1.6411295126878194,-1.4820613929999997,-1.6411295126878194
