X,R1_short,R1_open,R3_short,R2_open,R3_open,R4_open,R2_short,G-D short(output_correct),G-S short,D-S short,Transistor-open,R4_short
-1.3941514621344662,-0.021068378318759254,-0.8275052764825207,-0.8629791821819057,-0.01020598113523943,-0.01020598113523943,-0.01020598113523943,-0.01020598113523943,-0.021068240628178816,-0.8629628076484532,-1.3940000275415032,-1.3940000275415032,-1.3940000275415032
-1.3931517120719819,-0.02106075975540493,-0.8268101263422774,-0.8622670689176414,-0.010206195690009825,-0.010206195690009825,-0.010206195690009825,-0.010206195690009825,-0.021060622157875367,-0.8622507684314986,-1.3930000271398206,-1.3930000271398206,-1.3930000271398206
-1.3921519620094975,-0.021053141161582967,-0.826114976729793,-0.8615549570333868,-0.010206410215303025,-0.010206410215303025,-0.010206410215303025,-0.010206410215303025,-0.021053003657104344,-0.8615387305857478,-1.3920000267381383,-1.3920000267381383,-1.3920000267381383
-1.3911522119470132,-0.02104552253706035,-0.8254198276491221,-0.8608428465384766,-0.010206624710892493,-0.010206624710892493,-0.010206624710892493,-0.010206624710892493,-0.021045385125632803,-0.8608266941204835,-1.3910000263364557,-1.3910000263364557,-1.3910000263364557
-1.390152461884529,-0.021037903881602336,-0.824724679104351,-0.8601307374423086,-0.010206839176549978,-0.010206839176549978,-0.010206839176549978,-0.010206839176549978,-0.02103776656322596,-0.860114659045051,-1.3900000259347733,-1.3900000259347733,-1.3900000259347733
-1.3891527118220446,-0.021030285194972378,-0.8240295310995966,-0.859418629754344,-0.010207053612045512,-0.010207053612045512,-0.010207053612045512,-0.010207053612045512,-0.02103014796964726,-0.8594026253688589,-1.389000025533091,-1.389000025533091,-1.389000025533091
-1.38815296175956,-0.02102266647693212,-0.8233343836390077,-0.858706523484108,-0.01020726801714727,-0.01020726801714727,-0.01020726801714727,-0.01020726801714727,-0.021022529344658376,-0.8586905931013795,-1.3880000251314084,-1.3880000251314084,-1.3880000251314084
-1.3871532116970757,-0.02101504772724139,-0.8226392367267654,-0.8579944186411902,-0.010207482391621748,-0.010207482391621748,-0.010207482391621748,-0.010207482391621748,-0.02101491068801912,-0.8579785622521493,-1.387000024729726,-1.387000024729726,-1.387000024729726
-1.3861534616345912,-0.021007428945658144,-0.8219440903670823,-0.8572823152352447,-0.01020769673523357,-0.01020769673523357,-0.01020769673523357,-0.01020769673523357,-0.021007291999487455,-0.8572665328307687,-1.3860000243280435,-1.3860000243280435,-1.3860000243280435
-1.3851537115721069,-0.02099981013193855,-0.8212489445642036,-0.8565702132759917,-0.010207911047745563,-0.010207911047745563,-0.010207911047745563,-0.010207911047745563,-0.020999673278819533,-0.8565545048469039,-1.3850000239263611,-1.3850000239263611,-1.3850000239263611
-1.3841539615096226,-0.02099219128583683,-0.8205537993224074,-0.8558581127732163,-0.010208125328918793,-0.010208125328918793,-0.010208125328918793,-0.010208125328918793,-0.020992054525769608,-0.8558424783102858,-1.3840000235246788,-1.3840000235246788,-1.3840000235246788
-1.3831542114471382,-0.0209845724071054,-0.819858654646004,-0.8551460137367699,-0.010208339578512396,-0.010208339578512396,-0.010208339578512396,-0.010208339578512396,-0.020984435740090082,-0.8551304532307115,-1.3830000231229964,-1.3830000231229964,-1.3830000231229964
