X,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y,/VOUT_Y
-1.99,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.989,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.988,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.987,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.986,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.985,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.984,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.983,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.982,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.981,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.98,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.979,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.978,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.977,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.976,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.975,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.974,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.973,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.972,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.971,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.97,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.969,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.968,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.967,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.966,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.965,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.964,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
-1.963,-0.821989862,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,-0.82164884,0.999019818,0.998195203,0.999097578,0.999875654,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.998760842,-0.78805666,0.996063953,0.999038691,0.998706938,0.810123122,0.982447455,0.999999994,0.982447455,0.996063953,0.999038691,0.996063953,0.999038691,0.998706938,0.999999994,0.982447455,0.996063953,0.986103313,0.992271929,1.010227924,1.011027155
