X,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout_robust Y,/Vout Y,/Vout_robust Y
-1.99,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.989,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.988,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.987,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.986,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.985,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.984,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.983,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.982,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.981,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.98,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.979,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.978,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.977,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.976,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.975,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.974,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.973,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.972,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.971,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.97,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.969,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.968,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.967,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.966,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.965,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.964,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.963,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.962,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.961,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.96,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.959,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.958,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.957,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.956,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.955,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.954,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.953,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.952,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.951,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
-1.95,0.516652142,0.051306654,0.516652142,0.051306654,0.381539917,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.097325117,0.027053813,0.999785214,0.055487524,0.522335316,0.534218315,0.585366877,0.528535141,0.940306898,1.033777911,0.534011654,0.057318612,0.05305108,0.701613609,0.795644299,0.096548292,0.95558371,0.027053813,0.999785214,0.055487524,0.522335316
